,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.82,0.85,0.28,0.99,0.93
nabu-library.csv,1.0,0.82,0.57,0.78,0.28
pcgen.csv,0.94,0.35,1.0,0.97,0.99
selenium.csv,0.37,0.68,0.64,0.58,1.0
tolven.csv,0.6,0.4,0.94,0.32,0.9
