,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.97,0.67,0.94,0.94,0.75,0.96,0.19,0.95
javagroups.csv,0.48,0.26,0.72,0.47,0.47,0.7,0.1,0.53
jrefactory.csv,0.85,0.0,0.28,0.75,0.53,0.96,0.9,0.89
logicmail.csv,0.85,1.0,1.0,0.94,0.99,0.96,0.55,0.89
nodal.csv,0.67,0.04,0.3,0.25,0.39,0.61,0.0,0.53
soar.csv,0.97,0.56,0.64,0.94,0.85,1.0,0.61,0.84
taverna.csv,0.55,0.7,0.36,0.12,0.52,0.74,0.39,0.32
web-cat.csv,0.58,0.56,0.55,0.16,0.74,0.48,0.94,0.79
