,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.95,0.9,0.87,0.43,0.89,0.84,0.87
javagroups.csv,0.55,0.82,0.4,0.71,0.64,0.62,0.9,0.68
jrefactory.csv,1.01,1.0,0.75,0.49,0.65,0.92,0.77,0.85
logicmail.csv,0.25,0.98,1.0,1.0,0.97,0.83,0.69,0.88
nodal.csv,0.82,0.97,0.72,0.78,0.65,0.42,1.0,0.65
soar.csv,1.0,0.73,0.47,0.77,0.81,1.0,0.46,1.01
taverna.csv,0.96,0.42,0.67,0.91,0.79,0.81,0.73,0.69
web-cat.csv,0.55,0.66,0.81,0.85,0.67,0.56,0.92,0.33
