,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.95,0.18,0.98,1.04,0.88,0.61,0.94,0.7,0.7,0.58,0.9,0.98,0.77,0.79,0.56,0.92,0.8,0.73,0.97,0.72
baadengine.csv,0.34,0.91,0.96,0.71,0.54,0.92,1.0,0.79,1.0,0.49,0.73,0.96,0.93,0.85,0.39,0.96,0.53,0.76,1.0,1.0
bibedt.csv,0.84,0.84,1.31,0.54,0.59,0.63,0.54,0.68,0.65,0.73,0.54,0.69,0.37,0.58,0.74,0.78,0.73,0.74,0.71,0.83
cascading.csv,0.6,0.82,1.0,0.42,0.68,0.59,0.6,0.7,0.7,0.43,0.5,0.9,0.55,0.57,0.62,0.82,0.5,0.68,0.64,0.92
dataobjectsdotnet.csv,0.83,0.94,1.06,0.35,0.65,0.89,0.47,0.61,0.83,0.98,0.65,1.03,0.66,0.73,0.69,0.77,0.66,0.55,0.73,1.0
gnome-jabber.csv,0.57,1.01,0.86,1.22,0.69,0.73,0.66,0.69,0.61,0.94,0.62,0.83,0.79,0.57,0.43,0.65,0.61,0.69,0.7,0.45
gogoego.csv,0.67,1.03,1.16,0.31,0.63,0.92,0.39,0.58,0.75,0.52,0.58,0.58,0.59,0.53,0.56,0.9,0.71,0.7,0.76,0.63
httpcontentparser.csv,0.8,0.95,0.86,1.06,0.63,0.97,0.93,0.66,0.82,0.9,0.35,0.87,0.63,0.62,0.77,0.69,0.73,0.73,0.7,0.98
impala.csv,0.96,0.59,0.92,0.5,0.8,0.61,0.64,0.83,0.75,0.92,0.76,1.04,0.67,0.74,0.96,0.48,0.95,0.83,0.68,0.81
jaxlib.csv,0.73,0.87,0.91,1.16,0.71,0.64,0.55,0.64,0.83,0.79,0.58,0.06,0.55,0.41,0.86,0.78,0.61,0.77,0.67,0.95
jgameai.csv,0.99,0.53,0.94,1.03,0.82,0.61,1.0,0.81,0.91,0.75,0.83,0.62,0.76,0.85,0.82,0.73,0.67,0.92,0.94,0.78
jhotdraw.csv,0.79,0.67,0.77,0.62,0.94,0.78,1.0,0.93,0.48,0.9,0.79,0.71,0.91,0.86,0.75,0.81,0.72,0.76,0.86,0.85
loki-lib.csv,0.77,0.7,1.05,0.85,0.54,0.73,0.91,0.68,0.67,0.66,0.6,0.78,0.66,0.7,0.63,0.76,0.76,0.79,0.41,1.0
patterntesting.csv,1.0,0.97,1.01,0.99,0.83,0.97,0.97,0.97,0.86,0.4,0.97,0.96,0.83,0.85,0.97,0.86,0.94,0.9,0.82,0.81
pokeglobal.csv,0.94,0.85,1.0,0.2,0.38,0.84,1.0,0.66,0.9,0.63,0.76,1.2,1.0,0.91,0.83,0.67,0.62,0.66,0.72,0.97
snakeyaml.csv,0.74,0.83,0.9,0.34,0.7,0.78,0.6,0.71,0.57,0.64,0.47,0.56,1.0,0.6,0.36,0.85,0.75,0.75,0.9,0.76
unflobtactical.csv,0.6,0.72,1.01,0.73,0.62,0.9,0.67,0.78,0.8,0.41,0.57,0.71,0.47,0.35,0.76,0.79,0.57,0.69,0.51,0.52
werx.csv,0.99,0.86,0.04,1.0,0.97,0.98,1.0,0.94,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,1.0
zealos.csv,0.82,0.61,0.56,1.01,0.93,0.79,0.45,0.78,0.62,0.74,0.85,1.03,1.0,0.89,0.96,1.0,0.73,0.92,0.87,0.99
