,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.62,0.93,0.32,0.67,0.69,0.19,0.34,0.13,0.8,0.0,0.39,0.44
gdis.csv,0.71,0.48,0.32,0.69,0.68,0.24,0.42,0.27,0.99,0.04,0.56,0.54
kml.csv,0.59,0.41,0.42,0.43,0.96,0.27,0.49,0.4,0.72,0.0,0.51,0.57
ppcboot.csv,0.78,0.46,0.39,0.98,0.69,0.23,0.45,0.36,0.57,0.04,0.51,0.58
repositorium.csv,0.63,0.38,0.26,0.66,0.7,0.9,0.07,0.4,0.84,0.0,0.48,0.55
rsyslog.csv,0.98,0.5,0.42,0.68,0.63,0.26,0.43,0.3,0.77,0.07,0.47,0.57
simplewebservices.csv,0.63,0.27,0.21,0.62,0.57,0.0,0.24,0.17,0.67,0.0,0.3,0.99
ultimairis.csv,0.66,0.41,0.38,0.6,0.65,0.21,0.97,0.22,0.76,0.04,0.47,0.58
wow-qrsk.csv,0.67,0.34,0.96,0.7,0.45,0.0,0.12,0.07,0.83,0.07,0.38,0.34
wxstudio.csv,0.34,0.19,0.19,0.32,0.33,0.1,0.33,0.0,0.27,0.09,0.96,0.09
xbg.csv,0.07,0.0,0.2,0.21,0.22,0.0,0.23,1.0,0.13,0.12,0.32,0.48
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
