,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.85,0.88,0.51,0.88,0.81,0.27,0.32,0.12,0.75,0.0,0.43,0.4
gdis.csv,0.85,1.0,0.77,0.9,0.92,0.82,0.72,1.0,1.0,0.67,0.84,0.77
kml.csv,0.58,0.6,0.69,0.36,0.94,0.36,0.49,0.75,0.6,0.0,0.43,0.76
ppcboot.csv,0.81,0.65,0.72,0.97,0.75,0.45,0.43,0.88,0.44,0.67,0.57,0.94
repositorium.csv,0.65,0.57,0.45,0.84,0.86,0.82,0.04,0.62,0.86,0.0,0.51,0.69
rsyslog.csv,0.96,0.8,0.75,0.82,0.61,0.73,0.53,0.62,0.68,1.0,0.49,0.88
simplewebservices.csv,0.85,0.22,0.32,0.62,0.61,0.0,0.15,0.12,0.6,0.0,0.27,0.98
ultimairis.csv,0.73,0.78,0.88,0.66,0.69,0.45,0.94,0.88,0.68,0.67,0.59,0.88
wow-qrsk.csv,0.88,0.5,0.94,0.99,0.36,0.0,0.06,0.12,0.79,0.67,0.3,0.27
wxstudio.csv,0.27,0.15,0.34,0.26,0.25,0.09,0.28,0.0,0.18,0.33,0.95,0.05
xbg.csv,0.04,0.0,0.18,0.14,0.14,0.0,0.15,1.0,0.07,0.67,0.24,0.55
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
