,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.2,0.58,1.0,0.5,0.92,0.14,0.73,0.49,0.12,0.61,0.2,0.7
jaolt.csv,0.19,0.64,0.39,0.43,0.92,0.09,1.0,0.41,0.12,0.52,0.24,0.66
jcl.csv,0.1,0.0,0.18,0.24,0.57,0.38,1.0,0.08,1.0,0.45,0.23,0.58
kmess.csv,0.18,0.61,0.5,0.26,0.83,0.07,0.75,0.44,0.18,0.39,0.35,1.0
ossbuild.csv,0.1,0.44,0.62,0.13,0.81,1.0,0.4,0.29,0.33,0.41,0.33,0.64
qgo.csv,0.18,1.0,0.31,0.6,0.86,0.07,0.75,0.4,0.14,0.4,0.2,0.82
quark.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rezilla.csv,0.15,0.49,0.31,1.0,0.92,0.15,0.65,0.39,0.11,0.44,0.19,0.65
rhex.csv,1.0,0.33,0.55,0.0,1.0,0.14,0.8,0.36,0.11,0.0,0.14,0.5
toped.csv,0.11,0.46,0.36,0.31,1.0,0.13,0.82,0.41,0.17,0.45,0.33,0.63
truevision.csv,0.19,0.58,0.37,0.5,0.88,0.09,0.76,1.0,0.14,0.31,0.22,0.83
wxstudio.csv,0.08,0.64,0.23,0.0,0.85,0.0,0.69,0.38,0.16,0.97,0.32,0.61
