,f1,g,recall,precision,pf,wins
arm-webradio.csv,0.37,0.37,0.39,0.5,0.21,13
atlc.csv,0.43,0.48,0.67,0.35,0.61,10
bwapi.csv,0.42,0.09,1.0,0.27,0.98,0
cubefs.csv,0.36,0.0,1.0,0.49,1.0,2
freewrl.csv,0.43,0.5,0.81,0.35,0.71,12
iaml.csv,0.25,0.31,0.27,0.33,0.2,4
jrdf.csv,0.26,0.29,0.34,0.3,0.19,5
kwave.csv,0.36,0.35,0.7,0.42,0.66,6
oscarmcmaster.csv,0.38,0.47,0.57,0.33,0.38,11
rtrt-on-gpu.csv,0.41,0.45,0.47,0.44,0.5,9
theresa.csv,0.39,0.42,0.39,0.5,0.21,14
thrust.csv,0.34,0.4,0.37,0.42,0.33,7
tktoolkit.csv,0.4,0.5,0.67,0.3,0.61,8
xstore.csv,0.3,0.26,0.29,0.34,0.36,1
yaprm.csv,0.27,0.4,0.39,0.24,0.34,3
