,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.91,0.54,0.41,0.36,0.97,0.69,0.79,0.45,0.43,0.45,0.59,0.94,0.38,0.54,0.38,0.49,0.5,0.73,0.58
fityk.csv,0.33,0.51,0.44,0.37,0.48,0.47,0.44,0.45,0.46,0.48,0.44,0.33,0.47,0.38,0.42,0.38,0.71,0.39,0.29
ivataopenportal.csv,0.37,0.46,0.38,0.31,0.43,0.52,0.34,0.3,0.36,0.39,0.4,0.47,0.4,0.35,0.34,0.37,0.39,0.38,0.28
lcfizvtop.csv,0.39,0.68,0.79,0.36,0.4,0.69,0.35,0.33,0.33,0.42,0.63,0.41,0.37,0.57,0.32,0.47,0.45,0.41,0.27
lite.csv,0.58,0.84,0.42,0.6,0.68,0.43,0.83,0.4,0.43,0.4,0.5,0.38,0.75,0.38,0.46,0.47,0.5,0.5,0.36
onotoa.csv,0.44,0.58,0.53,0.37,0.69,0.51,0.88,0.44,0.47,0.5,0.65,0.53,0.41,0.41,0.51,0.53,0.82,0.47,0.29
openwbem.csv,0.43,0.44,0.4,0.51,0.52,0.56,0.5,0.41,0.5,0.54,0.88,0.5,0.45,0.6,0.71,0.44,0.92,0.41,0.29
orc.csv,0.83,0.54,0.43,0.64,0.92,0.7,0.37,0.78,0.78,0.59,0.43,0.89,0.0,0.52,0.41,0.67,0.88,0.0,0.9
plato.csv,0.34,0.49,0.39,0.3,0.41,0.43,0.53,0.36,0.39,0.4,0.39,0.35,0.4,0.33,0.36,0.35,0.37,0.41,0.28
rodin-b-sharp.csv,0.9,0.95,0.88,0.95,0.93,0.97,0.55,0.87,0.91,0.67,0.79,0.58,0.0,0.82,0.0,0.75,0.6,0.81,0.92
ta3d.csv,0.59,0.99,0.67,0.89,0.55,0.92,0.5,0.92,0.89,0.94,0.0,0.0,0.0,0.75,0.8,0.75,0.92,0.4,0.4
tycho.csv,0.71,0.64,0.46,0.85,0.58,0.67,0.81,0.44,0.79,0.6,0.58,0.63,0.51,0.44,0.57,0.68,0.89,0.46,0.56
umber.csv,0.6,0.45,0.38,0.3,0.49,0.44,0.43,0.39,0.31,0.4,0.43,0.34,0.89,0.39,0.37,0.33,0.35,0.37,0.38
vienna-add-in.csv,0.5,0.74,0.58,0.44,0.6,0.55,0.67,0.47,0.89,0.76,0.75,0.52,0.59,0.38,0.49,0.65,0.79,0.48,0.74
wpdev.csv,0.34,0.49,0.39,0.29,0.42,0.43,0.42,0.36,0.4,0.38,0.39,0.4,0.4,0.33,0.37,0.35,0.39,0.42,0.28
xcmetadataservicestoolkit.csv,0.48,0.85,0.54,0.94,0.73,0.46,0.83,0.83,0.78,0.72,0.95,0.43,0.67,0.41,0.88,0.74,0.69,0.42,0.28
yarp0.csv,0.57,0.51,0.47,0.51,0.6,0.58,0.44,0.62,0.5,0.49,0.49,0.43,0.75,0.5,0.67,0.44,0.39,0.52,0.89
