,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.35,0.25,0.59,0.19,0.23,0.19,0.02,0.0,0.1,0.37,0.02,0.11,0.01,0.55
bdbbasic.csv,0.47,0.51,0.46,0.34,0.28,0.5,0.12,0.0,0.22,0.87,0.11,0.5,0.08,0.65
echongl.csv,0.31,0.1,0.88,0.44,0.74,0.5,0.25,0.0,0.41,0.21,0.5,0.32,0.38,0.55
etherboot.csv,0.0,0.1,0.0,0.0,0.31,0.04,0.0,0.21,0.1,0.0,0.31,0.0,0.0,1.0
ffigo.csv,0.08,0.11,0.48,0.25,0.13,0.57,0.0,0.11,0.18,0.18,0.0,0.36,0.01,0.06
freebios.csv,0.69,0.18,0.37,0.66,0.41,0.14,0.22,0.82,0.61,0.18,0.33,0.64,0.41,0.16
gebr.csv,0.96,1.0,0.96,1.0,0.84,0.99,1.0,0.13,1.0,1.0,0.89,1.0,0.99,1.0
gnukeda.csv,0.83,0.62,0.38,0.28,0.67,0.38,0.51,0.29,0.24,0.79,0.26,0.36,0.08,0.9
gstreamer.csv,0.73,0.96,0.62,0.41,0.77,0.88,0.8,0.26,0.82,0.89,0.76,0.8,0.27,1.0
jnode.csv,0.03,0.26,0.21,0.25,0.1,0.04,0.04,0.71,0.06,0.05,0.02,0.07,0.04,0.0
metacosm.csv,0.09,0.51,0.58,0.34,0.2,0.24,0.29,0.05,0.49,0.87,0.61,0.41,0.34,0.23
openmeetings.csv,0.16,0.17,0.38,0.0,0.56,0.29,0.02,0.08,0.08,0.66,0.47,0.18,0.08,0.32
pgui.csv,0.67,0.65,0.01,0.25,0.51,0.74,0.57,0.39,0.61,0.87,0.33,0.2,0.03,1.0
wxcrp.csv,0.29,0.78,0.88,0.72,1.0,0.6,0.76,1.0,0.63,0.53,0.78,0.45,0.61,0.87
