,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.32,0.09,0.44,0.33,0.23,0.57,0.02,0.01,0.32,0.25,0.0,0.14,0.05,0.41
bdbbasic.csv,0.71,0.36,0.56,0.44,0.27,0.7,0.12,0.15,0.68,0.91,0.3,0.62,0.35,0.85
echongl.csv,0.48,0.32,0.94,0.46,0.82,0.68,0.27,0.33,0.74,0.85,0.7,0.55,0.64,0.63
etherboot.csv,0.0,0.68,0.0,0.0,0.5,0.16,0.0,0.65,0.42,0.0,0.68,0.0,0.0,1.0
ffigo.csv,0.1,0.23,0.56,0.36,0.09,0.68,0.04,0.06,0.37,0.25,0.0,0.72,0.01,0.04
freebios.csv,0.52,0.18,0.25,0.59,0.41,0.11,0.8,0.4,0.42,0.43,0.45,0.55,0.2,0.26
gebr.csv,1.0,1.0,0.94,1.0,0.95,1.0,1.0,0.68,1.0,0.98,0.96,0.99,1.0,1.0
gnukeda.csv,0.97,0.73,0.25,0.72,0.73,0.7,0.33,0.49,0.26,0.43,0.4,0.47,0.17,0.96
gstreamer.csv,0.9,0.77,0.31,0.56,0.73,0.92,0.57,0.56,0.95,0.9,0.81,0.79,0.68,1.0
jnode.csv,0.0,0.36,0.94,0.33,0.0,0.0,0.1,0.44,0.16,0.08,0.02,0.05,0.03,0.0
metacosm.csv,0.16,0.73,0.75,0.54,0.14,0.46,0.24,0.41,0.79,0.58,0.6,0.61,0.58,0.63
openmeetings.csv,0.52,0.91,0.69,0.18,0.64,0.57,0.04,0.42,0.37,0.62,0.7,0.49,0.33,0.52
pgui.csv,0.52,0.91,0.0,0.36,0.55,0.65,0.45,0.51,0.68,0.54,0.66,0.34,0.04,1.0
wxcrp.csv,0.55,0.5,0.75,0.62,1.0,0.73,0.55,0.95,0.68,0.73,0.83,0.53,0.81,0.78
