,recall,precision,pf,pci_20,ifa,wins
aufs.csv,0.24,0.525,0.19,0.715,1.0,12
bdbbasic.csv,0.5,0.515,0.4,0.51,0.0,10
echongl.csv,0.635,0.45499999999999996,0.395,0.445,1.0,7
etherboot.csv,0.08,0.185,0.02,0.205,36.5,0
ffigo.csv,0.165,0.395,0.12,0.67,1.0,8
freebios.csv,0.415,0.37,0.39,0.745,2.0,9
gebr.csv,1.0,0.395,0.995,0.395,1.5,2
gnukeda.csv,0.48,0.42000000000000004,0.38,0.515,1.0,4
gstreamer.csv,0.78,0.375,0.785,0.425,1.0,1
jnode.csv,0.065,0.39,0.055,0.79,1.5,11
metacosm.csv,0.58,0.45499999999999996,0.34,0.44,1.0,6
openmeetings.csv,0.52,0.61,0.175,0.445,1.0,13
pgui.csv,0.53,0.435,0.54,0.565,0.5,5
wxcrp.csv,0.73,0.425,0.74,0.445,1.0,3
