,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.76,0.94,0.81,0.69,0.81,0.47,0.98,0.99,0.69,0.83,1.0,0.86,0.95,0.81
bdbbasic.csv,0.55,0.82,0.63,0.66,0.78,0.58,0.89,0.85,0.39,0.87,0.71,0.63,0.66,0.66
echongl.csv,0.6,0.69,0.89,0.69,0.76,0.6,0.78,0.67,0.49,0.26,0.58,0.55,0.52,0.66
etherboot.csv,1.0,0.33,1.0,1.0,0.59,0.84,1.0,0.41,0.59,1.0,0.45,1.0,1.0,1.0
ffigo.csv,0.91,0.78,0.65,0.69,0.92,0.66,0.96,0.94,0.66,0.77,1.0,0.46,0.99,0.97
freebios.csv,0.85,0.84,0.84,0.77,0.72,0.9,0.3,1.01,0.84,0.59,0.64,0.78,0.9,0.76
gebr.csv,0.96,1.0,0.96,1.0,0.84,0.99,1.0,0.34,1.0,1.0,0.89,1.0,0.99,1.0
gnukeda.csv,0.83,0.68,0.84,0.4,0.73,0.48,0.84,0.59,0.78,0.97,0.65,0.64,0.84,0.9
gstreamer.csv,0.74,0.98,0.92,0.6,0.82,0.88,0.91,0.51,0.82,0.9,0.79,0.82,0.42,1.0
jnode.csv,1.0,0.69,0.22,0.71,1.0,1.0,0.9,0.91,0.84,0.92,0.98,0.95,0.98,1.0
metacosm.csv,0.84,0.58,0.63,0.58,0.89,0.59,0.81,0.59,0.53,0.97,0.74,0.57,0.54,0.43
openmeetings.csv,0.51,0.19,0.49,0.82,0.67,0.52,0.96,0.59,0.64,0.76,0.55,0.54,0.68,0.58
pgui.csv,0.82,0.66,1.0,0.69,0.68,0.82,0.79,0.63,0.69,0.98,0.47,0.69,0.97,1.0
wxcrp.csv,0.54,0.92,0.92,0.82,1.0,0.66,0.89,1.0,0.71,0.59,0.8,0.66,0.64,0.9
