,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.28,0.06,0.03,0.68,0.26,0.58,0.5,1.0,0.55,0.64,0.0,0.69,0.83,0.39
bdbbasic.csv,0.39,0.1,0.05,0.61,0.26,0.39,0.5,1.0,0.54,0.73,0.5,0.68,0.86,0.53
echongl.csv,0.39,0.33,0.04,0.56,0.29,0.38,0.5,1.0,0.41,0.91,0.35,0.75,0.7,0.5
etherboot.csv,0.0,0.52,0.0,0.0,0.37,0.67,0.0,0.89,0.62,0.0,0.46,0.0,0.0,0.47
ffigo.csv,0.33,0.25,0.04,0.64,0.2,0.35,1.0,0.6,0.44,0.78,0.0,0.77,0.67,0.33
freebios.csv,0.24,0.14,0.03,0.52,0.26,0.27,0.78,0.56,0.21,0.86,0.34,0.6,0.4,0.58
gebr.csv,0.3,0.14,0.04,0.55,0.29,0.32,0.49,0.93,0.28,0.72,0.29,0.63,0.58,0.47
gnukeda.csv,0.33,0.16,0.03,0.76,0.28,0.46,0.38,0.81,0.29,0.59,0.37,0.69,0.73,0.48
gstreamer.csv,0.34,0.12,0.02,0.63,0.25,0.33,0.41,0.85,0.31,0.72,0.29,0.63,0.77,0.47
jnode.csv,0.0,0.19,0.15,0.62,0.0,0.0,0.71,0.61,0.5,0.8,0.33,0.57,0.45,0.0
metacosm.csv,0.42,0.19,0.05,0.66,0.2,0.47,0.44,0.95,0.38,0.63,0.27,0.72,0.7,0.71
openmeetings.csv,0.57,0.47,0.07,1.0,0.29,0.48,0.67,0.93,0.64,0.71,0.37,0.82,0.84,0.58
pgui.csv,0.24,0.19,0.0,0.64,0.28,0.29,0.43,0.77,0.3,0.62,0.44,0.74,0.58,0.47
wxcrp.csv,0.44,0.1,0.03,0.51,0.27,0.36,0.41,0.71,0.3,0.78,0.29,0.67,0.65,0.44
