,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.45,0.64,0.0,0.82,0.56,0.65,0.21,0.0
decidr.csv,0.58,0.48,0.55,0.4,0.82,0.56,0.55,0.77,0.55
glas.csv,0.61,0.52,0.68,0.39,0.79,0.56,0.63,0.72,0.62
hatari.csv,0.53,0.53,0.63,0.47,0.81,0.57,0.64,0.68,0.55
ltp.csv,0.3,0.44,0.58,0.53,0.78,0.53,0.59,0.45,0.41
net-snmp.csv,0.61,0.42,0.47,0.45,0.69,0.39,0.52,0.71,0.55
opde.csv,0.62,0.38,0.62,0.52,0.77,0.45,0.0,0.57,0.32
powerfolder-.csv,0.51,0.6,0.44,0.41,0.37,0.33,0.48,0.53,0.22
tcl.csv,0.44,0.35,0.51,0.47,0.65,0.49,0.7,0.49,0.54
