,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.28,0.67,0.04,0.95,0.35,0.82,0.12,0.0
decidr.csv,1.0,0.78,0.94,0.42,1.0,0.89,0.68,0.22,0.73
glas.csv,0.71,0.62,0.22,0.36,0.94,0.75,0.7,0.45,0.29
hatari.csv,0.71,0.55,0.33,0.76,0.9,0.45,0.88,0.85,0.8
ltp.csv,0.22,0.68,0.83,0.62,0.41,0.6,0.45,0.66,0.33
net-snmp.csv,0.39,0.5,0.44,0.6,0.55,0.58,0.6,0.97,0.76
opde.csv,1.0,0.34,1.0,0.27,0.74,0.51,0.0,0.19,0.09
powerfolder-.csv,0.51,0.22,0.17,0.82,0.37,0.25,0.6,0.47,0.07
tcl.csv,0.65,0.8,0.75,0.96,0.51,0.65,0.38,0.75,0.91
