,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.0,0.42,0.51,0.0,0.7,0.53,0.51,0.58,0.0
decidr.csv,0.43,0.33,0.41,0.37,0.69,0.41,0.48,0.81,0.42
glas.csv,0.49,0.37,0.7,0.38,0.69,0.43,0.53,0.69,0.6
hatari.csv,0.44,0.39,0.61,0.35,0.71,0.5,0.5,0.56,0.41
ltp.csv,0.45,0.32,0.44,0.4,0.81,0.44,0.57,0.46,0.44
net-snmp.csv,0.57,0.33,0.47,0.36,0.73,0.35,0.48,0.56,0.42
opde.csv,0.45,0.34,0.45,0.52,0.72,0.4,0.0,0.76,0.62
powerfolder-.csv,0.47,0.56,0.62,0.3,0.61,0.43,0.45,0.58,0.56
tcl.csv,0.39,0.24,0.41,0.33,0.72,0.4,0.66,0.47,0.39
