,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,96.5,102.0,295.0,671.5,835.5,198.0,195.0,94.5,197.5,498.0,98.5,98.5,187.5
bscwweasel.csv,96.5,91.5,197.5,192.0,562.0,389.5,96.5,1.5,390.5,582.5,98.5,98.5,79.5
capcode.csv,98.5,295.0,197.5,196.0,273.5,83.5,96.5,653.0,595.5,464.0,197.5,93.5,184.5
emite.csv,197.5,474.0,98.5,196.0,459.5,99.0,194.0,94.5,293.5,167.5,196.5,98.5,95.5
extprosys.csv,197.5,295.0,197.5,97.5,188.0,99.0,292.5,72.5,296.0,2254.0,196.5,97.5,95.5
lamp.csv,197.5,95.5,97.5,575.0,756.0,197.5,195.0,99.0,97.5,2254.0,98.5,98.5,197.5
retromenu.csv,98.5,194.0,197.5,275.5,89.5,189.0,527.0,95.5,94.5,750.5,197.5,81.5,95.5
smbopensoft.csv,98.5,394.0,98.5,294.5,570.0,99.0,290.5,99.0,294.0,942.5,197.5,95.5,197.5
snakeyaml.csv,98.5,399.0,197.5,97.5,169.0,99.0,192.0,193.0,392.5,883.5,291.0,36.5,95.5
stuproa-cims.csv,0.0,277.5,197.5,379.0,657.5,191.5,193.0,99.0,187.0,0.0,189.0,98.5,0.0
ta3d.csv,0.0,0.0,452.5,92.5,562.0,149.0,193.0,0.0,351.0,1415.5,90.5,93.5,95.5
thout.csv,98.5,394.0,286.5,356.0,649.5,198.0,292.5,99.0,395.0,2254.0,197.5,98.5,197.5
vrjuggler.csv,571.5,639.0,98.5,294.5,174.0,68.0,290.5,0.0,98.5,1166.5,97.5,95.5,82.5
