,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.68,0.68,0.6,0.41,0.62,0.63
empyrean.csv,0.72,0.0,0.0,0.0,0.0,0.0
impala.csv,0.58,0.4,0.2,0.63,0.54,0.53
multitude.csv,0.46,0.57,0.5,0.17,0.67,0.8
nutz.csv,0.49,0.44,0.71,0.54,0.28,0.32
pi-qmc.csv,0.45,0.53,0.64,0.52,0.61,0.78
