,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.73,0.69,0.42,0.15,0.63,0.45
empyrean.csv,0.77,0.0,0.0,0.0,0.0,0.0
impala.csv,0.66,0.46,0.13,0.37,0.58,0.44
multitude.csv,0.74,0.61,0.42,0.21,0.7,0.6
nutz.csv,0.55,0.45,0.62,0.21,0.6,0.41
pi-qmc.csv,0.51,0.52,0.5,0.19,0.62,0.69
