,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.6,0.57,0.52,0.75,0.5,0.57,0.45,0.55,0.51,0.7,0.68,0.77,0.59,0.8,0.42,0.5,0.42,0.47,0.87,0.67
decidr.csv,0.67,0.55,0.58,0.87,0.7,0.88,0.94,0.94,0.85,0.97,0.37,0.9,0.88,0.9,0.73,0.72,0.73,0.99,0.65,0.92
elmo.csv,0.76,0.7,0.92,0.79,0.7,0.69,0.84,0.99,0.9,0.95,0.82,0.93,0.93,0.79,1.01,0.8,0.77,0.78,0.9,0.85
gpac.csv,0.87,0.77,0.83,0.82,0.83,0.8,0.73,0.82,0.84,0.78,0.78,0.48,0.74,0.77,0.87,0.73,0.79,1.01,0.8,0.88
img-browse-sort.csv,0.36,0.72,0.45,0.4,0.51,0.52,0.46,0.56,0.44,0.49,0.54,0.55,0.56,0.68,0.45,0.64,0.27,0.5,0.64,0.79
jajuk.csv,0.61,0.71,0.64,0.29,0.56,0.63,0.65,0.67,0.51,0.49,0.85,0.88,0.6,0.97,0.53,0.55,0.44,0.5,0.99,0.52
ktc.csv,0.33,0.65,0.44,0.36,0.43,0.55,0.85,0.6,0.47,0.65,0.57,0.65,0.58,0.7,0.75,0.53,0.48,0.69,0.66,0.6
nativeclient.csv,0.54,0.64,0.5,0.49,0.55,0.63,0.43,0.6,0.46,0.53,0.72,0.56,0.54,0.66,0.63,0.73,0.54,0.63,0.9,0.47
neoengine.csv,0.54,0.91,0.45,0.47,0.49,0.76,0.53,0.76,0.6,0.49,0.6,0.81,0.6,0.62,0.88,0.6,0.39,0.43,0.69,0.7
nicepress.csv,0.54,0.9,0.96,0.69,0.51,0.56,0.68,1.0,0.49,0.29,0.71,0.96,0.97,0.75,0.45,0.6,0.82,0.75,0.66,0.83
omseek.csv,0.65,1.0,0.81,0.69,0.74,0.85,0.98,0.68,0.79,0.89,0.85,1.0,0.91,0.91,0.7,0.44,0.44,0.63,0.72,0.84
rosegarden.csv,0.42,0.52,0.63,0.45,0.56,0.67,0.68,0.58,0.36,0.52,0.68,0.56,0.7,0.8,0.69,0.59,0.53,0.76,0.86,0.65
sigil.csv,0.34,0.68,0.45,0.42,0.51,0.55,0.43,0.65,0.49,0.53,0.66,0.77,0.75,0.9,0.56,0.46,0.28,0.43,0.72,0.75
smarttag.csv,0.56,0.68,0.87,0.58,0.59,0.63,0.61,0.8,0.59,0.5,0.69,0.75,0.75,0.5,0.51,0.59,0.44,0.59,0.71,0.81
sylpheed-claws.csv,0.91,1.0,0.91,0.97,0.96,1.0,1.0,0.68,0.94,1.0,0.86,0.56,0.43,0.93,1.0,1.0,1.0,1.0,0.72,1.0
tango-cs.csv,0.77,0.42,0.51,0.49,0.72,0.69,0.84,0.62,0.73,0.9,0.47,0.72,0.88,0.97,0.52,0.73,0.45,0.85,0.51,0.88
vapor.csv,1.0,1.0,0.47,0.7,1.0,0.47,0.53,0.92,1.0,0.99,0.63,1.0,0.96,1.0,0.93,0.6,0.95,0.77,1.0,0.61
xemeiah.csv,0.49,0.81,0.7,0.79,0.4,0.6,0.66,0.58,0.49,0.6,0.81,0.62,0.7,0.84,0.38,0.6,0.37,0.79,0.75,0.82
zorannt.csv,0.61,0.48,0.77,0.43,0.39,0.67,0.45,0.56,0.77,0.87,0.63,0.69,0.53,0.65,0.66,0.52,0.46,0.44,0.75,0.64
zscreen.csv,0.55,0.8,0.49,0.79,0.59,0.49,0.34,0.68,0.52,0.7,0.7,0.6,0.65,0.58,0.63,0.5,0.44,0.9,0.68,0.77
