,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv,gpsmid.csv,emftriple.csv
gpsmid.csv,0.91,0.65,0.68,0.48,0.78,0.5,0.76,0.91
