,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.29,0.38,0.65,0.63,0.53,0.55,0.42,0.09,0.45
graphmak.csv,0.59,0.62,0.22,0.77,0.52,0.41,0.58,0.11,0.23
guineu.csv,0.28,0.45,0.02,0.02,0.6,0.28,0.39,0.07,0.39
jhotdraw.csv,0.62,0.97,0.35,0.51,0.15,0.66,0.76,0.07,0.68
ofbiz.csv,0.52,0.45,0.57,0.7,0.59,0.45,0.42,0.87,0.4
pdfedit.csv,0.69,0.48,0.59,0.33,0.53,0.72,0.73,0.33,0.37
pokeglobal.csv,0.76,0.34,0.48,1.0,1.0,0.97,0.52,0.22,0.41
red5.csv,0.9,0.9,0.89,0.93,0.91,0.38,0.64,0.42,0.84
twostep.csv,0.91,0.45,0.7,0.47,0.62,0.48,0.42,0.16,0.6
