,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.35,0.76,0.66,0.71,0.68,0.55,0.75,0.31,0.5
graphmak.csv,0.51,0.62,0.76,0.56,0.61,0.46,0.56,0.1,0.4
guineu.csv,0.57,0.32,0.05,0.06,0.36,0.37,0.39,0.18,0.52
jhotdraw.csv,0.52,0.13,0.43,0.61,0.6,0.5,0.58,0.23,0.56
ofbiz.csv,0.46,0.61,0.61,0.55,0.59,0.56,0.6,0.4,0.71
pdfedit.csv,0.53,0.5,0.46,0.76,0.57,0.54,0.57,0.56,0.39
pokeglobal.csv,0.56,0.74,0.64,0.0,0.0,0.13,0.7,0.58,0.57
red5.csv,0.35,0.34,0.37,0.26,0.32,0.71,0.66,0.82,0.47
twostep.csv,0.33,0.67,0.6,0.55,0.6,0.65,0.69,0.82,0.54
