,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.98,0.72,0.43,0.36,0.21,0.21,0.4,0.21,0.45,0.45,0.31
badtrinitycore.csv,0.14,0.14,0.27,0.93,0.16,0.0,0.32,0.07,0.27,0.52,0.45
boost.csv,0.65,0.75,0.43,0.25,0.27,0.65,0.34,0.21,0.99,0.48,0.6
electric-core.csv,0.6,0.61,0.96,0.21,0.22,0.56,0.35,0.19,0.43,0.65,0.54
java-gnome.csv,0.24,0.87,0.47,0.29,0.43,1.0,0.41,0.12,0.55,0.27,0.29
miranda-icq.csv,0.7,0.7,0.35,0.28,0.26,0.6,0.97,0.21,0.35,0.41,0.25
ofbiz.csv,0.69,0.67,0.2,0.09,0.19,0.17,0.39,0.24,0.53,0.99,0.4
olsrd.csv,0.71,0.99,0.37,0.24,0.31,0.7,0.46,0.22,0.51,0.8,0.56
opensim4opencog.csv,0.3,0.0,0.01,0.18,0.82,0.03,0.26,0.18,0.34,0.63,0.39
t-2.csv,0.45,0.75,0.24,0.15,0.14,0.36,0.32,0.96,0.42,0.6,0.58
xcf.csv,0.59,0.87,0.35,0.2,0.24,0.76,0.41,0.2,0.54,0.53,0.98
