,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.45,0.65,0.44,0.4,0.52,0.42,0.59,0.66,0.34,0.6,0.42,0.72,0.51,0.46,0.43,0.42,0.57
enzo.csv,0.8,0.75,0.89,1.0,0.93,0.56,0.9,0.73,0.29,0.96,0.94,0.85,1.0,0.97,0.91,0.9,0.79
hydrogen.csv,1.0,1.0,1.0,1.0,1.0,0.27,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59
keyczar.csv,0.6,0.96,0.94,0.85,0.88,1.0,0.96,1.0,0.9,1.0,0.87,1.0,0.39,0.94,0.83,0.88,0.96
lphant.csv,0.92,0.66,0.93,0.33,0.57,0.47,0.65,0.87,0.78,0.65,0.36,0.52,0.64,0.5,0.52,0.45,0.48
lsb.csv,0.36,0.72,0.58,0.57,0.74,0.67,0.49,0.67,0.39,0.45,0.57,0.76,0.62,0.56,0.69,0.71,0.79
maya-work-in-progress.csv,0.67,0.68,0.62,0.22,0.61,0.68,0.73,0.81,0.91,0.68,0.53,0.53,0.44,0.61,0.57,0.73,0.6
mcore3d.csv,0.89,0.47,0.76,0.4,0.95,0.81,0.99,1.0,0.87,0.61,0.63,0.6,0.74,0.85,0.58,0.34,0.75
mscore.csv,0.97,0.67,0.77,0.5,0.43,0.47,0.78,0.7,0.49,0.68,0.62,0.68,0.6,0.75,0.48,0.61,0.36
natpad.csv,0.91,0.65,0.5,0.75,0.56,0.49,0.61,0.87,0.96,0.61,0.48,0.43,0.7,0.51,0.62,0.58,0.43
rocrail.csv,0.89,0.6,0.46,0.54,0.5,0.38,0.66,0.61,0.55,0.6,0.44,0.5,0.86,0.88,0.53,0.25,0.43
salasaga.csv,1.04,0.67,0.78,0.61,0.67,0.51,0.63,0.84,0.99,0.64,0.49,0.4,0.82,0.57,0.75,0.54,0.45
virtuoso.csv,1.0,0.98,0.96,1.0,0.82,0.89,0.98,0.57,1.0,1.01,0.97,1.0,0.64,0.93,0.9,0.97,1.0
xemeiah.csv,0.53,0.6,0.53,0.6,0.64,0.59,0.36,0.82,0.87,0.7,0.59,0.53,0.51,0.5,0.61,0.46,0.52
xined.csv,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.86,1.0,1.0,1.0,1.0
xtreemfs.csv,0.99,0.68,0.62,0.69,0.52,0.7,0.72,0.8,0.76,0.79,0.84,0.66,0.99,0.27,0.65,0.58,0.56
yield.csv,0.87,0.76,0.32,0.48,0.47,0.5,0.56,0.61,0.49,0.86,0.58,0.49,0.59,0.94,0.6,0.63,0.48
