,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.51,0.33,0.94,0.54,0.44,0.36,0.42,0.49,0.48,0.42,0.36,0.4,0.49,0.55,0.56,0.91,0.59,0.47
encog-cs.csv,0.44,0.5,0.36,0.46,0.43,0.38,0.44,0.43,0.46,0.42,0.47,0.42,0.44,0.46,0.35,0.5,0.43,0.42
geochat.csv,0.96,0.56,0.92,0.81,0.6,0.46,0.92,0.94,0.95,0.64,0.96,0.81,0.75,0.77,0.8,0.89,0.58,0.94
ibatisdb.csv,0.95,0.86,0.65,0.6,0.61,0.44,0.72,0.65,0.86,0.73,0.97,0.62,0.86,0.59,0.67,0.56,0.83,0.94
inkscape.csv,0.48,0.34,0.47,0.54,0.44,0.36,0.35,0.44,0.45,0.53,0.36,0.42,0.38,0.53,0.38,0.38,0.41,0.41
jam-daq.csv,0.61,0.35,0.88,0.86,0.5,0.55,0.92,0.46,0.8,0.9,0.68,0.95,0.8,0.9,0.94,0.89,0.68,0.94
jhotdraw.csv,0.96,0.68,0.83,0.78,0.89,0.84,0.4,0.76,0.51,0.92,0.62,0.56,0.43,0.75,0.47,0.57,0.9,0.71
ninject.csv,0.94,0.5,0.7,0.65,0.63,0.52,0.94,0.94,0.88,0.54,0.62,0.52,0.64,0.64,0.52,0.43,0.54,0.59
ofbiz.csv,0.63,0.45,0.63,0.54,0.63,0.41,0.53,0.68,0.95,0.59,0.44,0.54,0.5,0.53,0.75,0.79,0.56,0.51
oorexx.csv,0.39,0.91,0.43,0.49,0.88,0.98,0.88,0.78,0.81,0.57,0.93,0.84,0.5,0.49,0.43,0.44,0.71,0.89
opentibia.csv,0.44,0.64,0.8,0.85,0.86,0.97,0.42,0.9,0.4,0.51,0.64,0.59,0.88,0.88,0.52,0.67,0.56,0.59
projectts.csv,0.56,0.33,0.4,0.43,0.68,0.37,0.56,0.74,0.76,0.48,0.41,0.41,0.41,0.43,0.54,0.36,0.39,0.41
retromenu.csv,0.38,0.36,0.8,0.94,0.67,0.98,0.41,0.58,0.75,0.83,0.63,0.75,0.67,0.97,0.78,0.88,0.0,0.83
roolo.csv,0.85,0.37,0.5,0.64,0.65,0.5,0.6,0.55,0.71,0.76,0.42,0.57,0.38,0.67,0.48,0.47,0.41,0.44
tango-cs.csv,0.52,0.37,0.38,0.46,0.51,0.44,0.39,0.43,0.43,0.41,0.4,0.45,0.45,0.45,0.52,0.58,0.37,0.44
trinitycore.csv,0.58,0.75,0.52,0.55,0.89,0.98,0.88,0.93,0.7,0.94,0.71,0.95,0.61,0.54,0.55,0.53,0.88,0.81
uface.csv,0.44,0.3,0.36,0.4,0.44,0.34,0.35,0.36,0.44,0.42,0.36,0.41,0.37,0.4,0.33,0.39,0.37,0.37
uwom-server.csv,0.47,0.59,0.54,0.52,0.42,0.98,0.55,0.78,0.4,0.84,0.6,0.5,0.47,0.53,0.45,0.6,0.76,0.43
