,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.42,1.0,0.19,0.54,1.0,0.99,0.77,0.52,0.35,0.62,0.92,0.87,0.62,0.52,0.41,0.28,0.33,0.56
encog-cs.csv,0.67,0.73,0.91,0.77,0.78,0.94,0.33,0.85,0.71,0.97,0.64,0.98,0.84,0.78,0.99,0.28,0.78,1.0
geochat.csv,0.42,0.64,0.28,0.51,0.7,0.67,0.05,0.24,0.03,0.35,0.12,0.2,0.05,0.52,0.03,0.2,0.31,0.06
ibatisdb.csv,0.25,0.09,0.38,0.46,0.44,0.42,0.23,0.22,0.0,0.27,0.11,0.18,0.11,0.48,0.25,0.44,0.16,0.04
inkscape.csv,0.58,1.0,0.25,0.55,0.93,0.98,1.0,0.72,0.71,0.62,0.98,0.99,1.0,0.54,0.81,1.0,0.83,0.85
jam-daq.csv,0.08,0.44,0.09,0.19,0.0,0.4,0.03,0.28,0.06,0.16,0.22,0.12,0.09,0.18,0.16,0.04,0.33,0.0
jhotdraw.csv,0.5,0.6,0.34,0.41,0.3,0.16,0.94,0.3,0.82,0.22,0.6,0.67,0.91,0.45,0.77,0.6,0.23,0.67
ninject.csv,0.58,0.02,0.53,0.59,0.67,0.44,0.19,0.22,0.21,0.49,0.22,0.46,0.16,0.6,0.49,0.6,0.42,0.33
ofbiz.csv,0.42,0.51,0.53,0.67,0.48,0.68,0.46,0.33,0.09,0.3,0.36,0.52,0.65,0.66,0.35,0.32,0.45,0.17
oorexx.csv,0.25,0.13,0.41,0.36,0.07,0.15,0.15,0.17,0.21,0.49,0.07,0.17,0.02,0.36,0.48,0.4,0.32,0.11
opentibia.csv,0.33,0.36,0.12,0.29,0.33,0.09,0.47,0.15,0.62,0.73,0.19,0.37,0.11,0.28,0.55,0.04,0.56,0.26
projectts.csv,0.67,1.0,0.59,0.74,0.37,0.7,0.45,0.24,0.18,0.46,0.51,0.64,0.71,0.73,0.48,0.84,0.77,0.28
retromenu.csv,0.33,0.24,0.06,0.13,0.0,0.12,0.39,0.17,0.0,0.11,0.09,0.15,0.04,0.12,0.17,0.08,0.0,0.0
roolo.csv,0.67,0.91,0.56,0.61,0.33,0.71,0.6,0.56,0.29,0.14,0.9,0.75,1.0,0.58,0.74,0.84,0.83,0.89
tango-cs.csv,0.67,0.91,0.78,0.84,0.63,0.73,0.9,0.76,0.88,0.95,0.67,0.71,0.71,0.85,0.36,0.4,0.88,0.72
trinitycore.csv,0.25,0.0,0.38,0.36,0.15,0.2,0.03,0.19,0.29,0.19,0.34,0.2,0.35,0.4,0.46,0.48,0.2,0.35
uface.csv,0.75,0.71,0.81,0.74,0.48,0.82,0.71,0.93,0.76,0.57,0.68,0.49,0.75,0.72,0.64,0.88,0.88,0.06
uwom-server.csv,0.25,0.16,0.25,0.38,0.59,0.15,0.36,0.15,0.59,0.16,0.49,0.5,0.55,0.38,0.55,0.44,0.29,0.44
