,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.5,0.0,0.27,0.54,0.0,0.05,0.55,0.4,0.74,0.4,0.3,0.42,0.75,0.54,0.51,0.13,0.5,0.68
encog-cs.csv,0.6,0.44,0.32,0.58,0.49,0.24,0.68,0.43,0.55,0.13,0.56,0.09,0.44,0.57,0.05,0.4,0.57,0.0
geochat.csv,0.26,0.34,0.09,0.38,0.48,0.64,0.11,0.13,0.3,0.06,0.09,0.35,0.24,0.43,0.09,0.13,0.62,0.17
ibatisdb.csv,0.23,0.17,0.29,0.49,0.33,0.64,0.39,0.28,0.11,0.06,0.15,0.79,0.24,0.51,0.26,0.42,0.31,0.17
inkscape.csv,0.53,0.0,0.71,0.63,0.27,0.09,0.0,0.57,0.64,0.5,0.09,0.05,0.0,0.64,0.5,0.0,0.48,0.46
jam-daq.csv,0.31,0.83,0.15,0.19,0.06,0.6,0.17,0.73,0.05,0.24,0.29,0.2,0.0,0.18,0.16,0.26,0.34,0.2
jhotdraw.csv,0.27,0.21,0.34,0.39,0.34,0.62,0.23,0.33,0.46,0.23,0.5,0.61,0.31,0.41,0.4,0.52,0.27,0.36
ninject.csv,0.35,0.06,0.32,0.45,0.53,0.37,0.25,0.13,0.27,0.5,0.39,0.7,0.96,0.44,0.42,0.55,0.51,0.49
ofbiz.csv,0.45,0.65,0.43,0.61,0.4,0.54,0.62,0.33,0.25,0.34,0.78,0.41,0.64,0.6,0.21,0.35,0.45,0.61
oorexx.csv,0.58,0.28,0.52,0.6,0.19,0.19,0.27,0.45,0.21,0.58,0.21,0.22,0.24,0.62,0.58,0.65,0.5,0.23
opentibia.csv,0.77,0.33,0.02,0.21,0.36,0.1,0.55,0.05,0.54,0.48,0.32,0.72,0.45,0.18,0.51,0.07,0.49,0.46
projectts.csv,0.47,0.0,0.55,0.57,0.51,0.57,0.53,0.26,0.47,0.51,0.54,0.72,0.67,0.57,0.44,0.48,0.56,0.74
retromenu.csv,0.45,0.8,0.09,0.21,0.1,0.28,0.59,0.43,0.06,0.12,0.31,0.26,0.24,0.19,0.38,0.2,0.0,0.25
roolo.csv,0.31,0.32,0.63,0.55,0.49,0.54,0.46,0.55,0.54,0.81,0.34,0.3,0.0,0.54,0.51,0.42,0.47,0.37
tango-cs.csv,0.57,0.32,0.57,0.48,0.59,0.59,0.34,0.58,0.39,0.18,0.67,0.62,0.67,0.46,0.61,0.46,0.4,0.64
trinitycore.csv,0.32,0.23,0.47,0.64,0.17,0.12,0.07,0.13,0.26,0.49,0.36,0.04,0.76,0.65,0.48,0.5,0.2,0.31
uface.csv,0.51,0.67,0.53,0.57,0.51,0.49,0.62,0.27,0.52,0.48,0.66,0.61,0.62,0.58,0.62,0.4,0.4,0.93
uwom-server.csv,0.41,0.52,0.46,0.67,0.41,0.25,0.39,0.38,0.58,0.68,0.41,0.68,0.69,0.64,0.58,0.42,0.37,0.68
