,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.57,0.53,0.83,0.94,0.77,0.64,0.68,0.95,0.76,0.97,0.64,0.66,0.7,0.5,0.03,0.6,0.99,0.7,0.77
co-ode-owl-plugins.csv,0.92,0.89,0.83,1.0,0.91,0.71,0.86,0.95,0.95,0.06,0.93,0.63,0.95,0.81,0.97,0.92,1.01,1.0,0.9
exl.csv,0.73,0.52,0.61,0.61,0.57,0.76,0.8,0.76,0.78,0.69,0.81,0.71,0.86,0.5,0.76,0.83,0.71,0.5,0.02
firebreath.csv,0.87,0.68,0.95,0.4,0.58,0.6,0.6,0.07,0.54,0.9,0.85,0.63,0.72,0.71,0.81,0.72,0.81,0.62,0.89
irplus.csv,0.88,0.45,0.92,0.44,0.73,0.61,0.67,0.62,0.61,0.92,0.64,0.68,0.69,0.58,0.74,0.0,0.6,0.83,0.76
jasperreports.csv,1.0,0.76,1.0,1.0,0.98,0.98,0.85,1.0,1.0,1.0,0.98,1.0,1.0,0.04,0.99,1.0,0.93,0.97,1.0
javaprofiler.csv,0.68,0.8,0.74,0.8,0.54,0.89,0.63,0.73,0.69,0.61,0.79,0.73,0.89,0.37,0.81,0.73,0.74,0.0,0.49
konversation.csv,0.92,1.0,0.83,0.08,0.91,0.78,0.88,0.97,1.0,1.0,0.96,1.0,1.0,0.77,0.96,0.96,0.93,0.96,0.88
lazarus-ccr.csv,0.0,0.62,1.0,0.64,0.66,0.76,0.67,0.66,0.66,0.84,0.64,0.69,0.8,0.51,0.8,0.73,0.71,0.72,0.4
linuxsh.csv,0.76,0.89,0.09,0.51,0.81,0.81,0.83,0.74,1.0,0.89,0.47,0.62,0.72,0.53,0.85,0.92,1.0,0.87,0.65
migen.csv,0.76,0.66,0.74,0.46,0.51,0.86,0.0,0.72,0.72,0.93,0.77,0.66,0.86,0.51,0.89,0.74,0.76,0.84,0.4
moviesandbox.csv,0.73,0.77,0.64,0.57,0.48,0.05,0.65,0.67,0.98,0.58,0.54,0.63,0.92,0.46,0.83,0.63,0.9,0.69,0.58
mvnforum.csv,0.98,0.91,0.73,1.0,0.85,0.75,0.86,0.92,1.0,1.0,0.58,0.75,0.11,0.72,0.89,0.88,1.0,0.95,0.95
nebuladevice.csv,0.9,0.95,0.93,0.51,0.85,0.96,0.66,0.88,0.87,0.9,0.95,0.89,0.95,0.89,0.87,0.96,0.0,0.97,0.98
ontomorphtab.csv,0.69,0.03,0.67,0.54,0.51,0.5,0.64,0.72,0.83,0.83,0.52,0.62,0.69,0.42,0.73,0.56,0.77,0.72,0.39
opengs.csv,0.8,0.73,0.85,1.0,0.78,0.5,0.58,0.84,1.0,0.84,0.04,0.73,0.72,0.55,0.94,0.7,1.0,0.75,0.74
scite-ru.csv,0.81,0.95,1.0,0.57,0.63,0.79,0.77,0.73,0.11,1.0,0.79,0.9,0.93,0.94,0.69,0.57,0.85,0.95,0.48
tokratan.csv,0.88,1.0,1.0,0.67,0.96,0.95,0.88,0.92,0.82,1.0,0.81,0.2,1.01,1.0,0.98,0.96,0.87,0.96,1.0
xuggle.csv,0.92,0.93,0.76,0.59,0.11,0.73,0.88,0.73,0.7,0.8,0.75,0.9,0.84,0.99,0.93,0.79,0.93,0.73,0.91
