,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.51,0.58,0.41,0.61,0.8,0.9,0.37,0.93,0.34,0.6,0.55,0.49,0.67,0.4,0.78,0.37,0.41,0.5
dspace-gsoc.csv,0.43,0.88,0.53,0.7,0.9,0.89,0.59,0.84,0.67,0.6,0.48,0.42,1.13,0.95,0.98,0.77,0.71,1.08
fbmanager.csv,0.62,0.73,0.39,0.49,0.88,0.82,0.62,0.63,0.65,0.79,0.64,0.5,0.46,0.4,0.79,0.56,0.94,0.29
fido.csv,1.0,0.88,1.0,0.9,0.94,0.88,0.97,0.69,1.0,0.97,1.0,1.0,0.84,0.97,0.12,1.0,0.99,0.9
freenet.csv,0.85,1.01,0.75,0.63,0.5,0.74,1.0,0.86,0.93,0.84,0.84,0.93,0.96,0.98,0.68,0.65,0.78,1.01
geogebra.csv,0.57,0.62,0.5,0.55,0.65,0.68,0.53,0.71,0.43,0.55,0.63,0.48,0.69,0.64,0.81,0.51,0.44,0.48
google-caja.csv,0.45,0.74,0.46,0.44,0.78,0.88,0.63,0.3,0.92,0.53,0.63,0.38,0.91,0.65,0.97,0.48,0.7,1.0
itext.csv,0.41,0.95,0.57,0.8,0.86,1.0,0.59,1.0,0.96,0.56,0.84,0.31,0.95,1.0,0.94,0.81,0.76,1.01
k3b.csv,0.49,0.67,0.97,0.83,0.65,0.89,0.59,0.83,0.88,0.52,0.95,0.54,0.68,0.99,0.87,0.89,0.9,0.17
megameknet.csv,0.73,0.69,0.63,0.6,0.58,0.76,0.59,0.93,0.8,0.61,0.88,0.68,0.67,0.44,0.92,0.41,0.83,0.1
myfaces.csv,0.5,0.53,0.48,0.61,0.57,0.56,0.53,0.72,0.42,0.62,0.59,0.55,0.75,0.4,0.63,0.46,0.46,0.55
onotoa.csv,0.96,0.76,0.84,1.02,0.78,0.68,0.83,0.87,0.95,0.91,0.83,0.96,1.28,1.03,0.76,0.75,0.92,1.12
paintown.csv,0.35,0.61,0.71,0.94,0.68,0.81,1.02,1.01,0.94,0.6,0.61,0.6,0.87,0.97,0.89,0.95,0.91,1.12
powerfolder.csv,0.58,0.85,0.57,0.7,0.76,0.67,0.71,0.86,0.57,0.54,0.71,0.88,0.09,0.67,0.6,0.72,0.67,0.86
smartgwt.csv,0.47,0.6,0.61,0.68,0.73,0.76,0.98,0.94,0.52,0.63,0.95,0.88,0.16,0.37,0.8,0.82,0.7,1.06
sqlpower-library.csv,1.0,0.92,0.94,0.46,0.82,0.75,1.0,0.46,0.56,0.96,0.74,1.0,0.73,0.93,0.83,0.81,0.69,1.0
triplea.csv,0.76,0.48,0.77,0.83,0.96,0.73,0.89,0.89,0.98,0.85,0.81,0.87,0.95,0.93,0.91,0.92,0.95,1.0
