,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.26,0.33,0.29,0.59,0.79,0.88,0.22,0.93,0.2,0.38,0.42,0.33,0.64,0.09,0.78,0.22,0.27,0.0
dspace-gsoc.csv,0.29,0.86,0.29,0.53,0.89,0.88,0.56,0.81,0.65,0.42,0.42,0.23,0.96,0.72,0.98,0.72,0.68,1.0
fbmanager.csv,0.12,0.14,0.23,0.24,0.03,0.12,0.19,0.11,0.11,0.04,0.26,0.07,0.41,0.18,0.26,0.1,0.0,0.0
fido.csv,0.04,0.0,0.03,0.12,0.05,0.19,0.07,0.33,0.0,0.04,0.05,0.0,0.26,0.0,0.12,0.0,0.03,0.0
freenet.csv,0.62,1.0,0.68,0.59,0.43,0.56,1.0,0.85,0.93,0.67,0.79,0.93,0.96,0.97,0.68,0.61,0.77,1.0
geogebra.csv,0.22,0.19,0.32,0.41,0.58,0.19,0.22,0.04,0.12,0.12,0.47,0.43,0.35,0.03,0.3,0.11,0.24,0.0
google-caja.csv,0.21,0.67,0.35,0.29,0.76,0.88,0.63,0.22,0.91,0.33,0.58,0.13,0.91,0.65,0.97,0.43,0.7,1.0
itext.csv,0.27,0.95,0.55,0.76,0.85,1.0,0.56,1.0,0.95,0.42,0.84,0.2,0.95,1.0,0.94,0.8,0.76,1.0
k3b.csv,0.42,0.57,0.97,0.82,0.62,0.81,0.33,0.81,0.83,0.38,0.95,0.5,0.65,0.99,0.45,0.89,0.9,0.0
megameknet.csv,0.64,0.67,0.61,0.47,0.54,0.31,0.48,0.93,0.78,0.54,0.84,0.67,0.64,0.35,0.53,0.27,0.81,0.0
myfaces.csv,0.32,0.24,0.19,0.59,0.33,0.31,0.3,0.07,0.2,0.29,0.32,0.13,0.75,0.3,0.39,0.09,0.22,0.0
onotoa.csv,0.81,0.24,0.45,0.94,0.34,0.62,0.15,0.11,0.81,0.75,0.68,0.43,0.79,0.91,0.57,0.27,0.15,1.0
paintown.csv,0.19,0.52,0.71,0.94,0.63,0.75,1.0,1.0,0.93,0.42,0.58,0.37,0.87,0.97,0.85,0.95,0.91,1.0
powerfolder.csv,0.14,0.1,0.39,0.53,0.17,0.38,0.11,0.0,0.35,0.25,0.16,0.07,0.09,0.2,0.33,0.58,0.26,0.0
smartgwt.csv,0.33,0.38,0.55,0.29,0.33,0.56,0.41,0.93,0.3,0.46,0.89,0.2,0.16,0.26,0.8,0.71,0.32,1.0
sqlpower-library.csv,1.0,0.9,0.94,0.29,0.81,0.56,1.0,0.41,0.55,0.96,0.63,1.0,0.7,0.66,0.66,0.78,0.65,1.0
triplea.csv,0.73,0.33,0.71,0.82,0.96,0.69,0.89,0.89,0.98,0.83,0.79,0.87,0.95,0.9,0.87,0.92,0.95,1.0
