,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.61,0.61,0.72,0.81,0.76,0.8,0.73,0.83,0.48,0.63,0.69,0.67,0.09,0.64,0.09,0.57,0.53,0.67
dspace-gsoc.csv,0.68,0.68,0.61,0.62,0.73,0.84,0.69,0.77,0.28,0.65,0.78,0.7,0.03,0.21,0.07,0.34,0.38,0.74
fbmanager.csv,0.52,0.41,0.72,0.68,0.21,0.31,0.51,0.54,0.35,0.34,0.54,0.64,0.14,0.58,0.06,0.5,0.11,0.83
fido.csv,0.0,0.22,0.0,0.19,0.12,0.23,0.07,0.53,0.0,0.07,0.0,0.0,0.05,0.06,0.4,0.0,0.02,0.19
freenet.csv,0.4,0.68,0.59,0.78,0.76,0.63,0.65,0.81,0.24,0.55,0.68,0.71,0.08,0.37,0.1,0.4,0.39,0.9
geogebra.csv,0.55,0.53,0.65,0.71,0.71,0.5,0.6,0.45,0.5,0.61,0.64,0.73,0.08,0.5,0.06,0.53,0.51,0.68
google-caja.csv,0.66,0.65,0.7,0.76,0.73,0.86,0.72,0.85,0.24,0.68,0.73,0.73,0.08,0.48,0.07,0.48,0.43,0.95
itext.csv,0.7,0.75,0.72,0.76,0.75,0.9,0.69,0.85,0.24,0.69,0.79,0.79,0.08,0.38,0.08,0.4,0.41,0.94
k3b.csv,0.68,0.65,0.69,0.83,0.75,0.71,0.56,0.8,0.2,0.71,0.77,0.71,0.09,0.38,0.04,0.37,0.36,0.91
megameknet.csv,0.55,0.72,0.71,0.7,0.76,0.45,0.62,0.82,0.24,0.74,0.68,0.7,0.09,0.51,0.03,0.53,0.35,0.95
myfaces.csv,0.63,0.63,0.64,0.81,0.63,0.67,0.6,0.43,0.43,0.57,0.6,0.59,0.1,0.54,0.09,0.59,0.5,0.62
onotoa.csv,0.41,0.39,0.34,0.62,0.4,0.78,0.28,0.24,0.15,0.54,0.56,0.19,0.0,0.23,0.06,0.27,0.11,0.66
paintown.csv,0.74,0.68,0.73,0.83,0.72,0.74,0.58,0.79,0.23,0.65,0.76,0.57,0.09,0.37,0.06,0.37,0.36,0.66
powerfolder.csv,0.56,0.26,0.61,0.62,0.39,0.58,0.42,0.25,0.29,0.64,0.44,0.2,0.48,0.36,0.1,0.32,0.33,0.24
smartgwt.csv,0.66,0.6,0.66,0.52,0.46,0.61,0.15,0.77,0.33,0.65,0.62,0.22,0.34,0.57,0.09,0.29,0.3,0.77
sqlpower-library.csv,0.65,0.68,0.67,0.74,0.76,0.62,0.67,0.82,0.34,0.81,0.63,0.68,0.09,0.2,0.05,0.35,0.38,0.98
triplea.csv,0.6,0.7,0.6,0.82,0.79,0.79,0.69,0.81,0.24,0.76,0.73,0.71,0.08,0.32,0.06,0.36,0.37,0.97
