,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.68,0.54,0.48,0.73,0.62,0.46,0.52
libtorrent.csv,0.5,0.48,0.4,0.57,0.38,0.4,0.38
mcmc-jags.csv,0.49,0.48,0.46,0.68,0.39,0.4,0.4
nebuladevice.csv,0.62,0.67,0.0,0.51,0.5,0.61,0.62
olap-navigator.csv,0.6,0.56,0.49,0.62,0.43,0.57,0.49
pidgin.csv,0.47,0.44,0.42,0.83,0.34,0.51,0.69
sepgsql.csv,0.64,0.44,0.56,0.75,0.38,0.55,0.83
