,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.04,0.09,0.19,0.78,0.07,0.48,0.62,0.54,0.21,0.17,0.67,0.22,0.03,0.16,0.42,0.78
chipster.csv,0.0,0.04,0.36,0.17,0.24,0.64,0.12,0.32,0.28,0.19,0.43,0.05,0.07,0.07,0.42,0.5
delphilhlplib.csv,0.07,0.4,0.51,0.33,0.15,0.52,0.0,0.27,0.23,0.35,0.24,0.3,0.26,0.22,0.21,0.31
emite.csv,0.0,0.54,0.5,0.61,0.02,0.06,0.38,0.3,0.28,0.67,0.24,0.22,0.11,0.14,0.32,0.04
hydrate.csv,0.04,0.27,0.29,0.0,0.94,0.0,0.0,0.08,0.13,0.46,0.52,0.28,0.24,0.25,0.42,0.54
ivataopenportal.csv,0.42,0.76,0.96,0.72,0.31,0.91,0.88,0.89,0.87,0.71,0.71,0.75,0.18,0.65,0.74,0.97
jppf-project.csv,0.51,0.85,0.71,0.17,0.37,0.64,0.12,0.62,0.41,0.77,0.9,0.8,0.41,0.46,0.79,0.54
kolmafia.csv,0.98,0.86,0.65,0.22,0.96,0.97,0.75,0.84,0.26,0.9,0.9,0.65,0.57,0.83,0.58,0.97
l2j.csv,0.51,0.77,0.57,1.0,0.09,0.45,0.62,0.38,0.38,0.88,0.48,0.65,0.33,0.58,0.16,0.54
mb-unit.csv,0.84,0.45,0.76,1.0,0.98,0.91,1.0,0.78,1.0,0.33,0.38,0.22,0.79,0.46,1.0,1.0
opde.csv,0.24,0.68,0.58,1.0,0.32,0.24,0.75,0.54,0.85,0.73,0.29,0.3,0.41,0.52,0.74,0.94
pamguard.csv,0.36,0.24,0.59,0.89,0.26,0.39,0.38,0.65,0.13,0.94,0.95,0.52,0.17,0.43,0.47,0.83
quark.csv,0.04,0.15,0.04,0.22,0.02,0.03,0.0,0.0,0.03,0.23,0.0,0.2,0.08,0.1,0.05,0.06
stajistics.csv,0.8,0.38,0.71,0.94,0.48,0.82,1.0,0.84,1.0,0.58,0.67,0.35,0.57,0.26,1.0,1.0
tigermud.csv,0.4,0.69,0.29,0.22,0.99,0.15,0.75,0.86,0.38,0.44,0.29,0.75,0.71,0.45,0.32,0.61
