,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.8,0.68,0.72,0.47,0.93,0.37,0.47,0.48,0.68,0.89,0.62,0.92,0.89,0.93,0.57,0.32
chipster.csv,0.0,0.88,0.47,0.57,0.67,0.36,0.43,0.5,0.38,0.77,0.52,0.86,0.94,0.92,0.4,0.4
delphilhlplib.csv,0.89,0.53,0.5,0.42,0.96,0.46,0.88,0.56,0.56,0.5,0.55,0.65,0.65,0.83,0.69,0.66
emite.csv,0.5,0.53,0.56,0.46,0.88,0.8,0.68,0.75,0.77,0.51,0.69,0.53,0.97,0.93,0.69,0.75
hydrate.csv,0.67,0.62,0.82,0.83,0.46,0.5,0.64,0.98,0.67,0.45,0.52,0.64,0.91,0.52,0.39,0.37
ivataopenportal.csv,0.48,0.41,0.37,0.39,0.54,0.33,0.33,0.39,0.34,0.36,0.41,0.36,0.62,0.39,0.39,0.28
jppf-project.csv,0.61,0.53,0.41,0.54,0.74,0.39,0.4,0.51,0.48,0.44,0.51,0.34,0.73,0.52,0.43,0.44
kolmafia.csv,0.36,0.43,0.35,0.44,0.44,0.32,0.31,0.38,0.37,0.33,0.44,0.4,0.46,0.41,0.33,0.28
l2j.csv,0.38,0.44,0.46,0.38,0.96,0.4,0.42,0.5,0.4,0.36,0.52,0.46,0.48,0.56,0.54,0.39
mb-unit.csv,0.42,0.45,0.35,0.42,0.42,0.32,0.33,0.39,0.35,0.62,0.38,0.72,0.42,0.49,0.39,0.28
opde.csv,0.56,0.44,0.41,0.4,0.42,0.71,0.42,0.47,0.36,0.46,0.48,0.62,0.52,0.53,0.36,0.29
pamguard.csv,0.68,0.56,0.51,0.41,0.78,0.44,0.56,0.51,0.62,0.37,0.55,0.59,0.98,0.78,0.63,0.32
quark.csv,0.67,0.98,0.86,0.85,0.83,0.8,0.0,0.91,0.75,0.61,0.8,0.79,0.97,0.91,0.75,0.83
stajistics.csv,0.48,0.45,0.35,0.39,0.4,0.32,0.33,0.39,0.35,0.5,0.38,0.54,0.45,0.46,0.37,0.28
tigermud.csv,0.85,0.56,0.77,0.55,0.43,0.9,0.48,0.54,0.5,0.69,0.56,0.46,0.58,0.56,0.52,0.39
