,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,0.28,0.11,0.38,0.63,0.14,0.2,0.0,0.17,0.06,0.34
flylegacy.csv,0.56,0.65,0.57,0.6,0.55,0.34,0.23,0.43,0.13,0.09
ftm.csv,0.33,0.15,0.4,0.34,0.11,0.18,0.19,0.59,0.68,0.58
jcache.csv,0.6,0.75,0.52,0.47,0.47,0.63,0.46,0.24,0.29,0.89
lphant.csv,0.48,0.56,0.58,0.65,0.65,0.61,0.43,0.74,0.63,0.78
minig.csv,0.55,0.21,0.2,0.44,0.42,0.7,0.47,0.0,0.12,0.49
mob-sen-plat.csv,0.57,0.8,0.32,0.55,0.57,0.46,0.56,0.58,0.58,0.6
raygina.csv,0.72,0.0,0.53,0.52,0.27,0.4,0.4,0.63,0.13,0.43
upp-mirror.csv,0.47,0.5,0.53,0.47,0.68,0.45,0.51,0.44,0.3,0.31
yarp.csv,0.28,0.04,0.46,0.11,0.0,0.39,0.58,0.31,0.02,0.43
