,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.81,0.0,0.07,0.04,0.28,0.6,0.04,0.53,0.0,0.0,0.81,0.18,0.11,0.74,0.71,0.88,0.61,0.9,0.75,0.4
aubit4gl.csv,0.32,0.67,0.57,0.31,0.93,0.48,0.39,0.29,0.7,0.5,0.47,0.26,0.56,0.28,0.6,0.25,0.54,0.53,0.32,0.19
bionote.csv,0.0,0.0,0.14,0.0,0.0,0.07,0.04,0.12,0.0,0.0,0.08,0.0,0.0,0.02,0.0,1.0,0.02,0.07,0.07,0.13
bullet.csv,0.54,0.5,0.79,0.89,0.93,0.99,0.87,0.82,0.5,1.0,0.81,0.79,0.89,0.61,0.86,0.75,0.59,0.7,0.68,0.77
customwars.csv,0.24,0.17,0.21,0.53,0.5,0.3,0.13,0.82,0.1,0.0,0.06,0.02,0.0,0.2,0.09,0.0,0.19,0.23,0.11,0.81
findbugs.csv,0.51,0.83,0.64,0.96,0.31,0.43,0.17,0.24,0.5,0.17,0.42,0.47,0.67,0.52,0.2,0.75,0.54,0.5,0.93,0.3
frogatto.csv,0.53,0.67,0.57,0.6,0.52,0.55,0.7,0.65,0.4,0.5,0.97,0.41,0.11,0.59,0.31,0.62,0.54,0.6,0.46,0.55
grisbi.csv,0.85,0.83,0.71,0.4,0.87,0.82,0.83,0.88,0.8,0.83,0.86,1.0,0.78,0.83,0.69,1.0,0.8,0.7,0.75,0.89
lsb.csv,0.73,0.67,0.79,1.0,0.78,0.79,0.65,0.76,0.5,0.83,0.75,0.56,0.44,0.65,0.29,1.0,0.74,0.8,0.86,0.72
oscarmcmaster.csv,0.02,0.33,0.14,0.04,0.02,0.12,0.17,0.18,0.0,0.17,0.17,0.06,0.33,0.09,0.26,0.38,0.33,0.33,0.21,0.81
plearn.csv,0.93,0.17,0.29,0.44,0.56,0.19,0.04,0.24,0.9,0.83,0.56,0.52,0.44,0.33,0.51,0.25,0.83,0.57,0.25,0.62
psrchive.csv,0.25,0.17,0.86,0.02,0.19,0.13,0.17,0.24,0.0,0.0,0.22,0.09,0.0,0.17,0.03,0.5,0.13,0.33,0.29,0.57
re2c.csv,0.39,0.83,0.71,0.56,0.74,0.45,0.0,0.18,0.9,0.83,0.5,0.65,0.67,0.41,0.43,0.12,0.89,0.6,0.43,0.43
rebecca-aiml.csv,0.22,0.5,0.43,0.53,0.83,0.28,0.48,0.41,0.3,0.67,0.19,0.24,0.22,0.35,0.17,0.5,1.0,0.33,0.61,0.55
rtrt-on-gpu.csv,0.22,0.17,0.29,0.11,0.06,0.18,0.04,0.12,1.0,0.17,0.58,0.23,0.11,0.26,0.14,0.25,0.15,0.1,0.25,0.17
stemkit.csv,0.07,0.33,0.14,0.04,0.0,0.07,0.0,0.06,0.5,1.0,0.08,0.12,0.0,0.09,0.23,0.25,0.04,0.2,0.18,0.04
tcvp.csv,0.15,0.5,0.14,0.36,0.11,0.1,0.09,0.06,0.8,0.17,0.14,0.09,0.89,0.22,0.17,0.12,0.15,0.1,0.18,0.04
tktoolkit.csv,0.12,0.33,0.21,0.42,0.41,0.27,0.74,0.35,0.3,0.5,0.44,0.44,0.0,0.2,0.0,0.25,0.22,0.37,0.61,0.45
tycho.csv,0.47,0.33,0.21,0.2,0.19,0.27,0.3,0.35,0.2,0.17,0.22,0.2,0.11,0.48,1.0,0.38,0.54,0.43,0.57,0.34
xstore.csv,0.44,0.33,0.5,0.29,0.57,0.28,0.61,0.65,0.2,0.17,0.64,0.2,0.44,0.98,0.34,0.75,0.43,0.67,0.61,0.66
