,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.34,0.0,0.33,0.67,0.79,0.75,0.14,0.14,0.0,0.0,0.53,1.0,0.08,0.51,0.61,0.19,0.28,0.96,0.47,0.2
aubit4gl.csv,0.2,0.12,0.17,0.38,1.0,0.76,0.15,0.11,0.21,0.1,0.47,0.81,0.15,0.5,0.6,0.07,0.23,0.21,0.26,0.14
bionote.csv,0.0,0.0,0.4,0.0,0.0,1.0,0.25,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.5,0.4
bullet.csv,0.26,0.09,0.17,0.28,0.59,1.0,0.13,0.17,0.12,0.1,0.53,0.87,0.13,0.65,0.56,0.14,0.36,0.2,0.37,0.24
customwars.csv,0.27,0.5,0.21,0.39,0.53,0.67,0.27,1.0,0.5,0.0,0.29,1.0,0.0,0.75,0.18,0.0,0.42,0.16,0.38,0.23
findbugs.csv,0.32,0.16,0.31,0.24,0.61,0.69,0.22,0.13,0.17,0.04,0.65,0.74,0.11,0.5,0.7,0.26,0.3,0.19,1.0,0.21
frogatto.csv,0.35,0.15,0.22,0.39,0.53,0.86,0.25,0.22,0.18,0.14,1.0,0.96,0.14,0.66,0.58,0.23,0.6,0.28,0.42,0.28
grisbi.csv,0.3,0.1,0.16,0.32,0.53,0.74,0.12,0.16,0.21,0.1,0.56,1.0,0.14,0.55,0.59,0.15,0.29,0.18,0.34,0.21
lsb.csv,0.34,0.12,0.2,1.0,0.55,0.78,0.12,0.14,0.17,0.1,0.56,0.92,0.16,0.62,0.71,0.15,0.63,0.25,0.4,0.2
oscarmcmaster.csv,0.04,0.5,0.12,0.22,0.17,0.73,0.19,0.38,0.0,0.07,0.4,0.8,0.27,0.33,0.5,0.3,0.32,0.29,0.43,1.0
plearn.csv,0.96,0.1,0.17,0.26,0.52,0.87,0.1,0.2,0.2,0.09,0.53,0.83,0.11,0.68,0.62,0.25,0.62,0.19,0.35,0.2
psrchive.csv,0.65,0.5,1.0,1.0,0.67,0.82,0.33,0.17,0.0,0.0,1.0,1.0,0.0,0.89,1.0,0.67,0.78,0.32,0.62,0.21
re2c.csv,0.43,1.0,0.2,0.26,0.58,0.77,0.0,0.19,0.19,0.08,0.62,0.84,0.17,0.66,0.58,0.17,0.61,0.2,0.52,0.17
rebecca-aiml.csv,0.45,0.38,0.19,0.28,0.54,0.83,0.12,0.26,0.17,0.11,0.54,1.0,0.29,0.8,0.46,0.11,1.0,0.19,0.45,0.2
rtrt-on-gpu.csv,0.52,0.5,0.15,0.71,0.5,0.8,0.03,0.18,1.0,0.03,0.51,0.88,0.08,0.67,0.5,0.15,0.47,0.14,0.47,0.14
stemkit.csv,0.5,0.13,0.67,0.29,0.0,0.56,0.0,0.25,0.5,1.0,0.43,0.8,0.0,0.8,0.73,0.5,1.0,0.16,0.56,0.12
tcvp.csv,0.29,0.14,0.13,0.22,0.38,0.58,0.33,0.08,0.36,0.05,0.5,0.55,1.0,0.45,0.46,0.17,0.89,0.15,0.5,0.05
tktoolkit.csv,0.44,0.14,0.18,0.4,0.48,0.82,1.0,0.16,0.2,0.13,0.48,0.81,0.0,0.45,0.0,0.1,0.43,0.21,0.55,0.22
tycho.csv,0.29,0.33,0.23,0.2,0.4,0.69,0.14,0.15,0.2,0.05,0.62,1.0,0.05,0.59,1.0,0.1,0.32,0.33,0.46,0.26
xstore.csv,0.41,0.13,0.19,0.2,0.53,0.83,0.18,0.15,0.14,0.04,0.72,0.87,0.1,1.0,0.67,0.21,0.32,0.25,0.41,0.28
