,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.05,0.02,0.04,0.48,0.26,0.1,0.13,0.26,0.11,0.08,0.17,0.0,0.12
cuberok.csv,0.11,0.11,0.33,0.15,0.0,0.16,0.32,0.23,0.35,0.25,0.32,0.19,0.09
exist.csv,0.25,0.02,0.1,0.62,0.17,0.17,0.31,0.13,0.01,0.29,0.2,0.22,0.19
google-web-toolkit.csv,0.29,0.47,0.2,0.4,0.69,0.17,0.19,0.26,0.16,0.21,0.0,0.28,0.31
gwanted.csv,0.35,0.06,0.17,0.57,0.03,0.13,0.23,0.0,0.13,0.17,0.3,0.01,0.0
ivatamasks.csv,0.49,0.0,0.55,0.92,0.66,0.3,0.44,0.51,0.4,0.75,0.62,0.73,0.16
ivataopenportal.csv,0.55,0.28,0.3,0.82,0.71,0.01,0.44,0.49,0.39,0.42,0.5,0.51,0.56
jaxen.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.02,0.0,0.0
rockbox.csv,0.64,0.38,0.59,0.5,0.57,0.47,0.54,0.47,0.45,0.67,0.61,0.47,0.03
rodin-b-sharp.csv,0.02,0.09,0.22,0.9,0.23,0.03,0.0,0.25,0.12,0.38,0.22,0.08,0.0
tcl.csv,0.4,0.13,0.06,0.0,0.09,0.25,0.11,0.1,0.09,0.17,0.1,0.06,0.06
umber.csv,0.0,0.09,0.15,0.92,0.34,0.22,0.22,0.23,0.35,0.33,0.18,0.34,0.0
wheat.csv,0.31,0.45,0.17,0.25,0.4,0.28,0.31,0.31,0.26,0.0,0.31,0.42,0.28
