,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.05,0.15,0.2,0.59,0.36,0.14,0.14,0.43,0.13,0.18,0.19,1.0,0.26
cuberok.csv,0.26,0.39,0.8,0.18,1.0,0.23,0.44,0.43,0.38,0.32,0.35,0.21,0.32
exist.csv,0.58,0.31,0.4,0.67,0.05,0.24,0.32,0.14,0.98,0.21,0.24,0.21,0.16
google-web-toolkit.csv,0.37,0.52,0.2,0.41,0.55,0.27,0.1,0.39,0.21,0.36,1.0,0.42,0.32
gwanted.csv,0.68,0.16,0.4,0.77,0.14,0.18,0.48,1.0,0.26,0.11,0.4,0.08,0.0
ivatamasks.csv,0.79,0.99,1.0,0.97,0.59,0.47,0.61,0.61,0.6,0.61,0.61,0.79,0.53
ivataopenportal.csv,0.42,0.39,0.6,0.82,0.41,0.99,0.56,0.68,0.54,0.43,0.56,0.54,0.68
jaxen.csv,0.0,0.01,1.0,0.03,0.0,0.0,0.01,0.0,0.09,0.0,0.03,0.0,0.0
rockbox.csv,0.84,0.56,0.8,0.51,0.73,0.45,0.7,0.57,0.68,0.64,0.63,0.62,1.0
rodin-b-sharp.csv,0.05,0.23,0.2,0.92,0.05,0.07,0.97,0.21,0.28,0.21,0.13,0.04,0.05
tcl.csv,0.21,0.05,0.0,0.9,0.27,0.18,0.18,0.0,0.04,0.11,0.07,0.0,0.0
umber.csv,1.0,0.26,0.4,0.92,0.45,0.29,0.29,0.32,0.31,0.29,0.25,0.21,0.0
wheat.csv,0.16,0.45,0.0,0.36,0.45,0.29,0.25,0.21,0.29,1.0,0.33,0.33,0.58
