,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,3.0,0.0,2.0,0.0,4.0,0.0,10.0,11.0,1.0,2.0,0.0,0.0,2.0
cuberok.csv,3.0,2.0,18.0,0.0,0.0,2.0,1.0,9.0,6.0,0.0,2.0,10.0,1.0
exist.csv,9.0,0.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0
google-web-toolkit.csv,4.0,0.0,13.0,0.0,4.0,0.0,2.0,16.0,0.0,0.0,0.0,12.0,6.0
gwanted.csv,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,50.0
ivatamasks.csv,2.0,0.0,35.0,0.0,11.0,0.0,0.0,10.0,2.0,3.0,0.0,20.0,0.0
ivataopenportal.csv,22.0,2.0,21.0,0.0,2.0,0.0,4.0,8.0,6.0,0.0,2.0,20.0,8.0
jaxen.csv,73.0,0.0,0.0,0.0,56.0,215.0,1.0,163.0,0.0,51.0,0.0,168.0,50.0
rockbox.csv,23.0,2.0,41.0,4.0,4.0,3.0,0.0,15.0,4.0,1.0,0.0,12.0,0.0
rodin-b-sharp.csv,1.0,1.0,17.0,0.0,4.0,1.0,0.0,15.0,2.0,0.0,2.0,12.0,0.0
tcl.csv,4.0,1.0,86.0,0.0,0.0,0.0,1.0,163.0,6.0,2.0,1.0,168.0,50.0
umber.csv,0.0,1.0,10.0,0.0,3.0,1.0,3.0,11.0,5.0,0.0,2.0,11.0,50.0
wheat.csv,3.0,4.0,86.0,1.0,2.0,4.0,1.0,29.0,5.0,0.0,1.0,9.0,5.0
