,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.47,0.86,0.36,0.67,0.45,0.35,0.48,0.43,0.43,0.6
chaperon.csv,0.77,0.87,0.68,0.86,0.62,0.61,0.77,0.88,0.58,0.6
geotools.csv,0.35,0.53,0.35,0.52,0.42,0.38,0.47,0.37,0.59,0.38
l2j.csv,0.42,0.7,0.61,0.66,0.56,0.5,0.55,0.35,0.48,0.42
mule.csv,0.4,0.75,0.75,0.64,0.34,0.34,0.41,0.5,0.86,0.56
nunit.csv,0.55,0.59,0.47,0.52,0.75,0.48,0.46,0.42,0.56,0.61
primefaces.csv,0.39,0.5,0.37,0.38,0.47,0.43,0.4,0.42,0.53,0.35
springside.csv,0.36,0.46,0.36,0.38,0.36,0.33,0.32,0.3,0.46,0.38
swtfox.csv,0.96,0.53,0.86,0.63,0.96,0.92,0.75,0.43,0.94,0.57
twostep.csv,0.37,0.49,0.38,0.43,0.38,0.39,0.38,0.52,0.5,0.36
