,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.48,0.67,0.69,0.55,0.43,0.4,0.43,0.36,0.36,0.67,0.9,0.5,0.5,0.38,0.35,0.47,0.64
codepurge.csv,0.76,0.83,0.85,0.99,0.73,0.77,0.95,0.62,0.52,0.56,0.95,0.7,0.83,0.62,0.47,0.6,0.91
crisscross.csv,0.61,0.48,0.81,0.58,0.72,0.58,0.63,0.66,0.44,0.55,0.76,0.69,0.84,0.32,0.59,0.84,0.6
elvishrayrenderer.csv,0.48,0.8,0.51,0.47,0.42,0.43,0.47,0.64,0.43,0.39,0.68,0.47,0.56,0.28,0.44,0.48,0.36
gisgraphy.csv,0.98,0.52,0.94,0.84,0.92,0.81,0.92,0.95,0.75,0.41,0.8,0.77,0.8,0.89,0.61,0.8,0.73
ivataopenportal.csv,0.6,0.52,0.93,0.56,0.57,0.79,0.57,0.89,0.54,0.5,0.71,0.64,0.48,0.35,0.76,0.61,0.59
lite.csv,0.99,0.0,0.86,0.98,0.91,0.88,0.75,0.94,0.83,0.64,0.5,0.92,0.75,0.8,0.5,0.76,0.5
mb-unit.csv,0.49,0.82,0.45,0.45,0.42,0.38,0.4,0.38,0.38,0.47,0.47,0.39,0.41,0.34,0.36,0.43,0.33
nova.csv,0.59,0.69,0.56,0.55,0.88,0.59,0.52,0.58,0.38,0.4,0.58,0.49,0.62,0.5,0.48,0.5,0.47
olex2.csv,0.55,0.75,0.57,0.6,0.61,0.45,0.57,0.49,0.52,0.6,0.7,0.53,0.65,0.92,0.38,0.52,0.46
openwbem.csv,0.65,0.49,0.68,0.61,0.61,0.43,0.56,0.56,0.5,0.43,0.67,0.57,0.69,0.54,0.59,0.52,0.35
stajistics.csv,0.99,0.44,0.62,0.6,0.72,0.62,0.57,0.43,0.54,0.48,0.47,0.6,0.63,0.94,0.58,0.54,0.42
uwom.csv,0.61,0.9,0.75,0.78,0.9,0.83,0.94,0.48,0.5,0.48,0.95,0.96,0.66,0.58,0.62,0.81,0.88
xcmetadataservicestoolkit.csv,0.82,0.75,0.47,0.6,0.49,0.46,0.64,0.98,0.4,0.77,0.93,0.93,0.71,0.31,0.92,0.61,0.5
