,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.56,0.25,0.25,0.62,0.5,0.0,0.99,0.77,0.73,0.33,0.22,0.57,0.47,0.03,0.62,0.43,0.18
codepurge.csv,0.35,0.0,0.26,0.23,0.28,0.0,0.25,0.52,0.62,0.42,0.93,0.38,0.17,0.0,0.53,0.34,0.36
crisscross.csv,0.36,0.4,0.95,0.48,0.33,0.0,0.36,0.56,0.55,0.17,0.26,0.44,0.33,0.03,0.43,0.41,0.24
elvishrayrenderer.csv,0.55,0.36,0.35,0.69,0.6,0.06,0.62,0.58,0.63,0.56,0.3,0.52,0.42,0.02,1.0,0.34,0.36
gisgraphy.csv,0.2,0.26,0.05,0.32,0.07,0.12,0.14,0.18,0.43,0.41,0.2,0.39,0.28,0.0,0.5,0.39,1.0
ivataopenportal.csv,0.42,0.37,0.11,0.62,1.0,0.0,0.61,0.37,0.75,0.26,0.2,0.36,0.48,0.0,0.35,0.19,0.39
lite.csv,0.26,0.0,0.14,0.13,0.11,0.0,0.07,0.16,0.26,0.97,0.08,0.22,0.06,0.0,0.11,0.3,0.08
mb-unit.csv,0.54,0.33,0.3,0.99,0.61,0.0,0.86,0.96,0.78,0.31,0.27,0.63,0.56,0.02,0.76,0.34,0.39
nova.csv,0.48,1.0,0.27,0.69,0.21,0.07,0.58,0.73,0.68,0.47,0.25,0.56,0.43,0.0,0.62,0.41,0.39
olex2.csv,0.47,0.24,0.37,0.52,0.38,0.0,0.48,0.54,0.51,0.4,0.26,0.98,0.45,0.0,0.62,0.42,0.49
openwbem.csv,0.96,0.19,0.32,0.68,0.46,0.0,0.53,0.53,0.66,0.47,0.27,0.47,0.35,0.0,0.64,0.26,0.47
stajistics.csv,0.23,0.37,0.24,0.5,0.32,0.0,0.57,0.89,0.62,0.56,0.29,0.3,1.0,0.0,0.6,0.25,0.4
uwom.csv,0.41,0.35,0.08,0.41,0.39,0.0,0.22,0.74,0.61,0.45,0.13,0.24,0.42,0.0,0.43,0.97,0.4
xcmetadataservicestoolkit.csv,0.38,0.12,0.29,0.62,0.61,0.07,0.58,0.41,1.0,0.21,0.21,0.2,0.19,0.02,0.39,0.16,0.23
