,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,91.0,2.0,0.0,69.0,1.0,2.0,52.0,0.0,132.0,0.0,0.0,97.0,85.0
fontforge.csv,1.0,0.0,1.0,0.0,2.0,2.0,51.0,0.0,5.0,0.0,7.0,7.0,0.0
gmerlin.csv,91.0,0.0,1.0,0.0,471.0,8.0,52.0,54.0,7.0,78.0,115.0,1.0,0.0
hatari.csv,0.0,2.0,0.0,0.0,2.0,5.0,36.0,13.0,26.0,0.0,15.0,5.0,0.0
jcl.csv,1.0,9.0,1.0,0.0,0.0,1.0,41.0,7.0,18.0,0.0,2.0,0.0,0.0
ltp.csv,0.0,1.0,0.0,0.0,2.0,11.0,52.0,1.0,6.0,0.0,7.0,5.0,0.0
net-snmp.csv,0.0,0.0,0.0,0.0,0.0,13.0,18.0,1.0,2.0,0.0,10.0,2.0,4.0
opde.csv,1.0,8.0,1.0,0.0,1.0,2.0,26.0,1.0,2.0,78.0,7.0,1.0,0.0
powerfolder-.csv,1.0,2.0,0.0,6.0,2.0,6.0,14.0,2.0,12.0,0.0,12.0,0.0,0.0
qlc.csv,0.0,9.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,9.0
tcl.csv,0.0,1.0,0.0,0.0,0.0,13.0,52.0,54.0,21.0,0.0,115.0,9.0,0.0
wxstudio.csv,1.0,12.0,0.0,0.0,5.0,3.0,32.0,14.0,10.0,0.0,115.0,3.0,0.0
