,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.45,0.61,0.0,0.73,0.55,0.0,1.0,0.0,0.43,0.5,0.0,0.0
fontforge.csv,0.42,0.34,0.42,0.36,0.7,0.51,0.02,0.68,0.12,0.49,0.12,0.34,0.44
gmerlin.csv,0.0,0.29,0.44,0.36,0.0,0.41,0.02,0.0,0.13,0.0,0.0,0.48,0.46
hatari.csv,0.45,0.39,0.65,0.38,0.7,0.44,0.03,0.41,0.13,0.52,0.13,0.37,0.52
jcl.csv,0.51,0.43,0.51,0.41,0.79,0.49,0.02,0.44,0.11,0.44,0.27,0.41,0.56
ltp.csv,0.35,0.32,0.45,0.43,0.81,0.42,0.0,0.48,0.12,0.53,0.12,0.29,0.37
net-snmp.csv,0.68,0.37,0.54,0.37,0.69,0.43,0.05,0.44,0.16,0.48,0.09,0.33,0.44
opde.csv,0.45,0.36,0.45,0.55,0.72,0.43,0.04,0.4,0.15,0.0,0.12,0.4,0.44
powerfolder-.csv,0.48,0.61,0.67,0.32,0.59,0.46,0.07,0.49,0.19,0.48,0.12,0.38,0.61
qlc.csv,0.5,0.34,0.62,0.43,0.69,0.56,0.11,0.5,0.2,0.51,0.2,0.25,0.38
tcl.csv,0.38,0.25,0.4,0.33,0.73,0.39,0.0,0.0,0.15,0.66,0.0,0.25,0.47
wxstudio.csv,0.51,0.27,0.57,0.3,0.66,0.49,0.03,0.42,0.08,0.46,0.0,0.38,0.68
