,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.98,0.67,0.83,0.93,0.94,0.79,0.5,0.87,0.67,0.95,0.92,0.94,0.94,0.8,0.89,0.9,0.83,0.5,0.0,0.86
badtrinity-zero.csv,0.99,0.9,0.52,0.54,0.6,0.8,0.51,0.54,0.46,0.41,0.51,0.7,0.56,0.83,0.47,0.53,0.47,0.89,0.64,0.47
boost.csv,0.45,0.48,0.4,0.48,0.45,0.49,0.41,0.52,0.46,0.44,0.43,0.7,0.46,0.45,0.41,0.42,0.41,0.44,0.42,0.51
critterding.csv,0.99,0.61,0.63,0.64,0.61,0.46,0.93,0.69,0.43,0.56,0.61,0.67,0.68,0.67,0.53,0.83,0.55,0.72,0.58,0.65
enzo.csv,0.39,0.44,0.48,0.41,0.39,0.39,0.35,0.41,0.38,0.39,0.36,0.43,0.39,0.37,0.36,0.38,0.4,0.38,0.29,0.39
etics.csv,0.99,0.48,0.69,0.54,0.78,0.91,0.77,0.6,0.5,0.63,0.58,0.67,0.88,0.5,0.63,0.52,0.71,0.43,0.52,0.59
fmri-dmt.csv,1.0,0.95,0.5,0.98,0.97,0.97,0.96,0.97,0.92,0.97,0.97,0.93,0.93,0.94,0.94,0.94,0.0,0.83,0.8,0.98
genecys.csv,0.45,0.44,0.47,0.43,0.41,0.43,0.56,0.47,0.45,0.38,0.45,0.47,0.41,0.38,0.41,0.45,0.41,0.4,0.35,0.52
gusanos.csv,0.49,0.48,0.47,0.44,0.42,0.39,0.39,0.47,0.32,0.51,0.47,0.45,0.55,0.4,0.63,0.52,0.38,0.91,0.4,0.47
kftpgrabber.csv,0.5,0.68,0.64,0.69,0.65,0.7,0.7,0.69,0.64,0.56,0.93,0.83,0.71,0.53,0.64,0.6,0.55,0.5,0.5,0.97
kvs.csv,0.41,0.67,0.75,0.72,0.95,0.74,0.83,0.59,0.8,0.73,0.92,0.79,0.75,0.77,0.61,0.73,0.61,0.44,0.76,0.96
mcore3d.csv,0.63,0.54,0.62,0.51,0.45,0.42,0.44,0.52,0.47,0.34,0.48,0.61,0.47,0.44,0.47,0.47,0.44,0.41,0.33,0.49
modplug.csv,0.41,0.43,0.58,0.53,0.47,0.41,0.61,0.47,0.44,0.35,0.43,0.47,0.41,0.37,0.41,0.44,0.44,0.52,0.34,0.56
monetdb.csv,0.51,0.6,0.58,0.64,0.66,0.54,0.76,0.56,0.4,0.59,0.68,0.69,0.6,0.48,0.6,0.52,0.54,0.78,0.75,0.71
ogrehg.csv,0.52,0.6,0.54,0.57,0.65,0.49,0.89,0.65,0.39,0.5,0.76,0.72,0.73,0.62,0.48,0.51,0.58,0.63,0.83,0.67
passwordsafe.csv,0.48,0.44,0.53,0.57,0.46,0.44,0.65,0.53,0.42,0.45,0.61,0.47,0.62,0.41,0.46,0.5,0.38,0.53,0.38,0.65
projecteqemu.csv,0.76,0.93,0.69,0.76,0.97,0.82,0.8,0.83,0.43,0.95,0.96,0.98,0.93,0.81,0.57,0.57,0.68,0.57,0.89,0.78
quarkplayer.csv,0.69,0.86,0.75,0.67,0.97,0.97,0.71,0.98,0.64,0.81,0.74,0.92,0.91,0.94,0.91,0.77,0.8,0.96,0.75,0.84
reactos-mirror.csv,0.64,0.67,0.44,0.49,0.52,0.58,0.5,0.52,0.42,0.54,0.71,0.56,0.59,0.6,0.42,0.5,0.43,0.59,0.36,0.62
xbplayer.csv,0.76,0.48,0.86,0.77,0.83,0.63,0.88,0.79,0.64,0.93,0.92,0.61,0.77,0.52,0.73,0.72,0.57,0.8,0.88,0.86
