,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.07,0.07,0.18,0.18,0.12,0.43,0.0,0.33,0.06,0.23,1.0,0.07,0.11,0.07,0.26,0.22,0.38,0.02,0.0,0.06
badtrinity-zero.csv,0.15,0.11,0.75,0.95,0.4,0.09,0.53,0.56,0.67,0.63,0.57,0.27,0.57,0.04,0.55,0.46,0.59,0.11,0.68,0.67
boost.csv,0.48,0.56,0.27,0.58,0.52,0.5,0.43,0.46,0.53,0.39,0.35,0.98,0.5,0.43,0.37,0.47,0.71,0.17,0.46,0.56
critterding.csv,0.19,0.98,0.4,0.5,0.55,0.57,0.4,0.51,0.59,0.59,0.43,0.47,0.48,0.47,0.62,0.43,0.59,0.34,0.52,0.5
enzo.csv,0.46,0.55,0.79,0.58,0.67,0.54,0.57,0.55,0.33,0.3,0.59,0.2,0.46,0.72,0.56,0.4,0.52,0.98,0.21,0.59
etics.csv,0.1,0.39,1.0,0.48,0.3,0.17,0.44,0.37,0.04,0.45,0.45,0.32,0.0,0.42,0.44,0.4,0.34,0.61,0.67,0.44
fmri-dmt.csv,0.24,0.21,0.18,0.3,0.14,0.14,0.29,0.15,0.13,0.11,0.37,0.23,0.11,0.16,0.17,0.23,0.0,0.38,0.86,0.19
genecys.csv,0.61,0.57,0.7,0.63,0.6,0.6,0.49,0.53,1.0,0.71,0.52,0.33,0.3,0.7,0.55,0.55,0.52,0.7,0.52,0.64
gusanos.csv,0.55,0.62,0.55,0.53,0.61,0.67,0.5,0.53,0.49,0.42,0.5,0.49,0.56,0.99,0.35,0.51,0.73,0.24,0.35,0.58
kftpgrabber.csv,0.5,0.36,0.58,0.31,0.3,0.55,0.44,0.34,0.22,0.5,0.47,0.23,0.31,0.44,0.4,0.43,0.98,0.02,0.37,0.27
kvs.csv,0.57,0.39,0.51,0.31,0.16,0.42,0.87,0.41,0.07,0.34,0.38,0.25,0.21,0.41,0.47,0.38,0.38,0.0,0.37,0.25
mcore3d.csv,0.39,0.32,0.56,0.51,0.98,0.63,0.71,0.51,0.37,0.59,0.61,0.6,0.64,0.59,0.34,0.44,0.64,0.67,0.52,0.54
modplug.csv,0.61,0.51,0.62,0.41,0.6,0.51,0.39,0.65,0.0,0.72,0.71,0.54,0.61,0.73,0.6,0.96,0.74,0.41,0.76,0.6
monetdb.csv,0.5,0.5,0.51,0.43,0.37,0.66,0.23,0.5,0.51,0.98,0.45,0.33,0.3,0.64,0.48,0.52,0.65,0.28,0.37,0.44
ogrehg.csv,0.51,0.46,0.58,0.53,0.45,0.61,0.29,0.99,0.65,0.48,0.46,0.41,0.31,0.38,0.69,0.47,0.44,0.38,0.2,0.5
passwordsafe.csv,0.55,0.26,0.64,0.53,0.59,0.66,0.49,0.57,0.6,0.68,0.57,0.58,0.4,0.75,0.72,0.68,0.74,0.49,0.63,0.94
projecteqemu.csv,0.34,0.28,0.58,0.35,0.24,0.42,0.12,0.37,0.47,0.3,0.38,0.26,0.11,0.29,0.98,0.43,0.38,0.43,0.38,0.44
quarkplayer.csv,0.28,0.28,0.35,0.04,0.17,0.24,0.44,0.25,0.22,0.22,0.28,0.04,1.0,0.19,0.17,0.33,0.09,0.24,0.0,0.28
reactos-mirror.csv,0.98,0.56,0.44,0.56,0.58,0.54,0.71,0.58,0.57,0.5,0.46,0.65,0.52,0.6,0.68,0.65,0.75,0.42,0.47,0.56
xbplayer.csv,0.22,0.51,0.43,0.31,0.21,0.96,0.06,0.28,0.22,0.2,0.29,0.36,0.0,0.44,0.32,0.31,0.52,0.06,0.2,0.33
