,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.69,0.59,0.94,0.55,0.86,0.53,0.38,0.85,0.91,0.76,0.42,0.38,0.63,0.45,0.95
calcubetimer.csv,0.37,0.83,0.26,0.79,0.35,0.5,0.74,0.44,0.83,0.98,0.37,0.88,0.57,0.38,0.75
chaosrts.csv,0.67,0.67,0.26,0.49,0.35,0.5,0.4,0.43,0.38,0.47,0.67,0.91,0.46,0.28,0.69
emono.csv,0.33,0.71,0.93,0.44,0.43,0.5,0.43,0.43,0.31,0.42,0.46,0.34,0.41,0.36,0.55
freelords.csv,0.31,0.39,0.25,0.43,0.34,0.36,0.28,0.4,0.31,0.35,0.34,0.33,0.37,0.28,0.44
jmonkeyengine.csv,0.92,0.45,0.92,0.85,0.65,0.0,0.34,0.5,0.86,0.36,0.64,0.83,0.95,0.48,0.46
jython.csv,0.4,0.7,0.98,0.56,0.62,0.98,0.77,0.52,0.45,0.98,0.65,0.54,0.43,0.8,0.73
mclient-mume.csv,0.89,0.48,0.3,0.92,0.61,0.5,0.33,0.86,0.48,0.36,0.58,0.94,0.59,0.62,0.83
papertoolkit.csv,0.71,0.5,0.96,0.94,0.89,0.92,0.42,0.92,0.83,0.78,0.85,0.9,0.95,0.89,0.68
primefaces.csv,0.31,0.39,0.26,0.44,0.37,0.5,0.32,0.41,0.37,0.38,0.33,0.47,0.37,0.28,0.43
st-filteredstatistics.csv,0.29,0.38,0.26,0.38,0.36,0.35,0.31,0.45,0.35,0.39,0.37,0.32,0.38,0.31,0.43
toped.csv,0.31,0.59,0.26,0.7,0.49,0.75,0.41,0.43,0.31,0.65,0.41,0.39,0.41,0.32,0.57
triplea.csv,0.44,0.43,0.96,0.46,0.4,0.31,0.37,0.4,0.31,0.39,0.41,0.37,0.38,0.36,0.47
web-cat.csv,0.36,0.5,0.95,0.62,0.43,0.62,0.32,0.5,0.59,0.38,0.47,0.83,0.41,0.5,0.47
