,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.26,0.53,0.37,0.46,0.13,0.64,0.62,0.19,0.25,0.27,0.59,0.17,0.47,0.53,0.19
calcubetimer.csv,0.56,0.04,0.0,0.21,0.17,0.0,0.36,0.88,0.16,0.27,0.55,0.21,0.31,0.48,0.5
chaosrts.csv,0.29,0.44,0.0,0.53,0.55,0.0,0.49,0.5,0.62,0.64,0.37,0.26,0.81,0.61,0.41
emono.csv,0.58,0.22,0.82,0.17,0.39,0.0,0.55,0.0,0.3,0.76,0.52,0.26,0.0,0.42,0.67
freelords.csv,0.69,0.77,0.05,0.67,0.59,0.7,0.68,0.57,0.65,0.76,0.65,0.61,0.56,0.6,0.37
jmonkeyengine.csv,0.22,0.75,0.32,0.3,0.6,0.0,0.65,0.02,0.16,0.0,0.89,0.44,0.17,0.59,0.34
jython.csv,0.64,0.42,0.86,0.59,0.54,0.3,0.41,0.43,0.53,0.26,0.0,0.35,0.0,0.13,0.58
mclient-mume.csv,0.23,0.87,0.44,0.17,0.53,0.06,0.7,0.15,0.5,0.0,0.66,0.32,0.45,0.41,0.26
papertoolkit.csv,0.32,0.09,0.6,0.17,0.2,0.19,0.53,0.25,0.1,0.24,0.96,0.21,0.12,0.13,0.39
primefaces.csv,0.57,0.0,0.0,0.55,0.24,0.0,0.0,0.51,0.65,0.0,0.21,0.72,0.21,0.6,0.0
st-filteredstatistics.csv,0.42,0.0,0.05,0.54,0.33,0.62,0.37,0.55,0.8,0.0,0.52,0.27,0.21,0.13,0.0
toped.csv,0.36,0.47,0.13,0.5,0.51,0.49,0.8,0.0,0.57,0.0,0.43,0.51,0.0,0.0,0.63
triplea.csv,0.74,0.69,0.72,0.63,0.57,0.64,0.6,0.55,0.66,0.56,0.6,0.63,0.46,0.58,0.58
web-cat.csv,0.51,0.62,0.55,0.53,0.53,0.28,0.73,0.57,0.49,0.0,0.71,0.38,0.48,0.82,0.48
