,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.81,0.69,0.7,0.54,0.47,0.4,0.5,0.71,0.59,0.69,0.54,0.49,0.67,0.61,0.56,0.7,0.93,0.69
cornerstone.csv,0.54,0.31,0.38,0.43,0.26,0.35,0.16,0.33,0.01,0.07,0.7,0.62,0.25,0.4,0.06,0.52,0.55,0.06
emeraldemu.csv,0.73,0.65,0.7,0.21,0.19,0.28,0.57,0.73,0.39,0.74,0.55,0.13,0.32,0.0,0.54,0.61,0.54,0.66
grafx2.csv,0.74,0.72,0.62,0.79,0.45,0.41,0.54,0.66,0.49,0.65,0.57,0.72,0.56,0.74,0.66,0.67,0.54,0.63
jahshakafx.csv,0.81,0.69,0.75,0.67,0.36,0.3,0.51,0.74,0.56,0.57,0.62,0.35,0.62,0.54,0.65,0.67,0.92,0.71
maya-work-in-progress.csv,0.69,0.76,0.74,0.58,0.61,0.6,0.52,0.68,0.57,0.86,0.38,0.71,0.62,0.78,0.66,0.66,0.51,0.59
novembre.csv,0.51,0.54,0.58,0.29,0.1,0.37,0.68,0.45,0.49,0.54,0.46,0.37,0.15,0.32,0.62,0.54,0.55,0.19
ns-3.csv,0.74,0.7,0.49,0.61,0.44,0.67,0.36,0.45,0.57,0.53,0.56,0.0,0.59,0.13,0.49,0.55,0.2,0.58
nullc.csv,0.58,0.0,0.0,0.05,0.69,0.49,0.68,0.66,0.5,0.39,0.62,0.42,0.61,0.62,0.62,0.58,0.75,0.74
open-beos.csv,0.79,0.75,0.66,0.72,0.52,0.45,0.69,0.68,0.66,0.43,0.41,0.3,0.61,0.57,0.72,0.71,0.88,0.67
pixel-commandos.csv,0.04,0.53,0.28,0.54,0.24,0.19,0.31,0.17,0.15,0.07,0.07,0.0,0.15,0.44,0.47,0.31,0.99,0.29
planeshift.csv,0.05,0.55,0.35,0.05,0.47,0.56,0.62,0.75,0.54,0.7,0.64,0.37,0.7,0.72,0.63,0.5,0.45,0.5
plee-the-bear.csv,0.75,0.45,0.78,0.05,0.42,0.53,0.53,0.53,0.62,0.69,0.51,0.56,0.56,0.57,0.53,0.54,0.8,0.55
reaper-ecad.csv,0.3,0.17,0.11,0.76,0.19,0.04,0.09,0.23,0.06,0.04,0.17,0.0,0.07,0.0,0.04,0.17,0.29,0.02
sbml.csv,0.79,0.72,0.68,0.77,0.39,0.56,0.5,0.57,0.62,0.63,0.69,0.74,0.62,0.6,0.74,0.67,0.75,0.29
unimrcp.csv,0.72,0.64,0.62,0.77,0.43,0.4,0.55,0.59,0.43,0.67,0.44,0.7,0.53,0.49,0.58,0.66,0.54,0.67
unladen-swallow.csv,0.26,0.48,0.47,0.05,0.24,0.38,0.48,0.46,0.39,0.39,0.36,0.72,0.42,0.49,0.15,0.56,0.52,0.17
zxing.csv,0.75,0.7,0.73,0.71,0.63,0.28,0.61,0.67,0.45,0.39,0.57,0.3,0.66,0.47,0.55,0.69,0.74,0.76
