,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.65,0.22,0.14,0.23,0.91,0.72,0.37,0.52,0.53,0.7,0.51,0.52,0.81,0.76,0.8,0.7,0.14,0.88
cornerstone.csv,0.54,0.26,0.22,0.39,0.92,0.82,0.2,0.51,0.5,1.0,0.7,0.52,0.91,0.75,1.0,0.71,0.14,1.0
emeraldemu.csv,0.4,0.2,0.09,0.13,0.89,0.77,0.57,0.62,0.72,0.63,0.51,0.6,0.95,0.0,0.92,0.77,0.12,0.84
grafx2.csv,0.42,0.18,0.1,0.22,0.91,0.71,0.32,0.5,0.49,0.65,0.52,0.37,0.8,0.84,0.76,0.64,0.1,0.84
jahshakafx.csv,0.58,0.23,0.09,0.23,0.89,0.81,0.41,0.45,0.57,0.74,0.58,0.8,0.89,0.81,0.83,0.72,0.13,0.86
maya-work-in-progress.csv,0.38,0.2,0.11,0.28,0.85,0.73,0.29,0.38,0.42,0.74,0.53,0.35,0.8,0.68,0.76,0.62,0.04,0.78
novembre.csv,0.63,0.24,0.12,0.19,0.8,0.77,0.5,0.49,0.5,0.64,0.57,0.38,1.0,0.75,0.79,0.83,0.13,0.82
ns-3.csv,0.46,0.22,0.06,0.3,0.87,0.76,0.29,0.26,0.42,0.53,0.65,0.27,0.79,0.5,0.67,0.59,0.03,0.78
nullc.csv,0.32,0.12,0.06,0.13,1.0,0.77,0.37,0.4,0.47,0.85,0.55,0.48,0.79,0.72,0.78,0.59,0.11,0.91
open-beos.csv,0.49,0.19,0.13,0.2,0.92,0.75,0.35,0.39,0.63,0.75,0.56,0.28,0.79,0.58,0.89,0.68,0.1,0.85
pixel-commandos.csv,0.5,0.12,0.07,0.14,1.0,0.77,0.57,0.38,0.7,0.5,0.3,0.0,0.94,0.61,0.85,0.69,0.4,0.82
planeshift.csv,0.3,0.14,0.06,0.13,0.82,0.67,0.31,0.43,0.43,0.51,0.59,0.27,0.9,0.74,0.74,0.57,0.03,0.78
plee-the-bear.csv,0.54,0.22,0.17,0.1,0.8,0.66,0.31,0.3,0.45,0.72,0.49,0.28,0.77,0.55,0.69,0.66,0.07,0.76
reaper-ecad.csv,0.68,0.29,0.23,0.34,1.0,0.83,1.0,0.68,1.0,1.0,0.78,0.0,0.9,0.0,1.0,0.71,1.0,1.0
sbml.csv,0.51,0.21,0.08,0.2,0.94,0.75,0.26,0.35,0.56,0.46,0.59,0.37,0.79,0.83,0.86,0.7,0.07,0.82
unimrcp.csv,0.4,0.17,0.1,0.21,0.95,0.78,0.27,0.55,0.59,0.6,0.48,0.46,0.86,0.9,0.89,0.64,0.08,0.82
unladen-swallow.csv,0.53,0.23,0.15,0.11,0.91,0.84,0.26,0.38,0.54,0.73,0.71,0.43,0.79,0.79,0.75,0.72,0.06,0.8
zxing.csv,0.55,0.18,0.11,0.2,0.97,0.8,0.41,0.57,0.63,0.92,0.53,0.58,0.85,0.86,0.89,0.65,0.1,0.9
