,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.38,0.42,0.47,0.51,0.43,0.55,0.47,0.46,0.4,0.43,0.36,0.61,0.33,0.36,0.38,0.39,0.5,0.35
cornerstone.csv,0.48,0.93,0.98,0.83,0.58,0.56,0.9,0.86,0.5,0.5,0.42,0.45,0.88,0.55,0.75,0.49,0.93,0.67
emeraldemu.csv,0.49,0.47,0.48,0.53,0.67,0.72,0.64,0.55,0.75,0.47,0.43,0.8,0.71,0.0,0.5,0.45,0.75,0.53
grafx2.csv,0.47,0.46,0.54,0.66,0.45,0.57,0.48,0.54,0.55,0.55,0.37,0.42,0.44,0.35,0.37,0.41,0.75,0.37
jahshakafx.csv,0.34,0.43,0.41,0.39,0.39,0.62,0.47,0.41,0.43,0.48,0.37,0.9,0.36,0.38,0.34,0.37,0.43,0.35
maya-work-in-progress.csv,0.44,0.39,0.42,0.53,0.42,0.42,0.31,0.35,0.38,0.42,0.31,0.36,0.32,0.41,0.34,0.35,0.41,0.29
novembre.csv,0.6,0.57,0.61,0.84,0.8,0.62,0.55,0.7,0.5,0.52,0.49,0.71,0.94,0.56,0.41,0.52,0.73,0.91
ns-3.csv,0.43,0.43,0.65,0.65,0.52,0.46,0.33,0.5,0.46,0.57,0.47,0.41,0.36,0.58,0.48,0.38,0.45,0.34
nullc.csv,0.5,0.48,0.4,0.53,0.5,0.57,0.47,0.48,0.57,0.77,0.41,0.71,0.43,0.44,0.49,0.41,0.63,0.49
open-beos.csv,0.38,0.41,0.58,0.53,0.46,0.53,0.38,0.38,0.5,0.75,0.5,0.4,0.35,0.5,0.39,0.37,0.49,0.35
pixel-commandos.csv,0.83,0.65,0.99,0.71,0.9,0.97,0.86,0.98,0.96,0.75,0.9,0.5,0.94,0.75,0.62,0.86,0.9,0.94
planeshift.csv,0.49,0.45,0.41,0.53,0.55,0.45,0.44,0.39,0.4,0.49,0.5,0.38,0.37,0.33,0.42,0.36,0.52,0.35
plee-the-bear.csv,0.38,0.59,0.52,0.9,0.48,0.45,0.38,0.4,0.38,0.45,0.38,0.42,0.39,0.55,0.42,0.43,0.4,0.37
reaper-ecad.csv,0.97,0.99,0.92,0.62,0.75,0.83,0.0,0.97,0.86,0.0,0.89,0.0,0.9,0.0,0.5,0.94,0.0,0.0
sbml.csv,0.36,0.41,0.43,0.46,0.44,0.42,0.36,0.35,0.43,0.49,0.33,0.35,0.32,0.38,0.35,0.36,0.37,0.71
unimrcp.csv,0.48,0.54,0.54,0.63,0.45,0.54,0.38,0.59,0.7,0.54,0.37,0.44,0.44,0.48,0.48,0.41,0.67,0.41
unladen-swallow.csv,0.88,0.57,0.73,0.89,0.64,0.53,0.41,0.54,0.58,0.6,0.71,0.37,0.51,0.42,0.92,0.43,0.49,0.9
zxing.csv,0.37,0.42,0.46,0.43,0.43,0.62,0.45,0.49,0.59,0.58,0.36,0.92,0.36,0.43,0.45,0.37,0.45,0.42
