,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.6,0.44,0.49,0.59,0.19,0.48,0.64,0.53,0.66
foursquared.csv,0.41,0.04,0.44,0.47,0.06,0.51,0.05,0.81,0.43
jasperreports.csv,0.42,0.47,0.34,0.0,0.63,0.24,0.66,0.36,0.94
kdenlive.csv,0.62,0.53,0.71,0.17,0.32,0.62,0.45,0.62,0.71
optalgtoolkit.csv,0.4,0.34,0.38,0.32,0.73,0.55,0.22,0.55,0.73
sabbu.csv,0.71,0.58,0.64,0.7,0.19,0.63,0.58,0.38,0.52
tokratan.csv,0.59,0.45,0.43,0.59,0.43,0.51,0.4,0.15,0.76
vxl.csv,0.52,0.46,0.62,0.42,0.4,0.6,0.54,0.45,0.47
zact.csv,0.48,0.06,0.38,0.72,0.0,0.08,0.43,0.29,0.0
