,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.14,0.51,0.99,0.49,0.55
elmo.csv,0.89,0.04,0.25,0.12,0.28
mscore.csv,0.16,0.59,0.66,0.5,0.98
tolven.csv,0.0,0.04,0.4,0.9,0.1
xbplayer.csv,0.0,0.98,0.46,0.51,0.42
