,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.07,0.37,1.0,0.38,0.6
elmo.csv,1.0,0.14,0.5,0.12,0.55
mscore.csv,0.09,0.47,0.73,0.39,1.0
tolven.csv,0.0,0.25,0.82,0.97,0.78
xbplayer.csv,0.0,1.0,0.86,0.47,0.85
