,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.8,0.81,0.98,0.68,0.51
elmo.csv,0.8,0.02,0.17,0.11,0.18
mscore.csv,0.8,0.81,0.6,0.7,0.97
tolven.csv,0.0,0.02,0.26,0.84,0.06
xbplayer.csv,0.0,0.95,0.31,0.57,0.28
