,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.3,0.09,0.8,0.41,0.0,0.55,0.5,0.06,0.09,0.0
cubefs.csv,0.24,0.0,0.0,0.56,0.3,0.59,0.57,0.71,0.0,0.62
iaml.csv,0.51,0.26,0.61,0.28,0.83,0.47,0.67,0.22,0.82,0.49
ivataopenportal.csv,0.62,0.0,0.54,0.58,0.43,0.74,0.43,0.0,0.0,0.49
mb-unit.csv,0.05,0.0,0.52,0.66,0.0,0.13,0.35,0.2,0.45,0.59
mvdsv.csv,0.05,0.35,0.0,0.07,0.99,0.01,0.07,0.1,0.0,0.22
nova.csv,0.56,0.94,0.54,0.54,0.41,0.38,0.47,0.42,0.56,0.36
openwbem.csv,0.6,0.27,0.47,0.51,0.67,0.55,0.28,0.63,0.85,0.55
xcmetadataservicestoolkit.csv,0.51,0.0,0.32,0.56,0.09,0.5,0.2,0.37,0.09,0.76
