,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.41,0.89,0.17,0.3,0.41,0.46,0.47
libtorrent.csv,0.57,0.52,0.75,0.61,0.44,0.74,0.64
mcmc-jags.csv,0.43,0.53,0.32,0.87,0.63,0.6,0.53
olap-navigator.csv,0.86,0.51,0.79,0.62,0.68,0.56,0.59
pidgin.csv,0.68,0.56,0.56,0.52,0.75,0.55,0.61
sepgsql.csv,0.67,0.51,0.78,0.31,0.68,0.42,0.59
xstore.csv,0.5,0.31,0.27,0.45,0.66,0.37,0.67
