,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.46,0.53,0.46,0.5,0.67,0.79,0.91,1.0,0.13,0.42,0.88,0.11,0.11,0.07,0.71,0.7,1.0
amygdala.csv,0.56,0.4,0.38,0.5,0.56,0.04,0.06,0.27,0.31,0.71,0.25,0.51,0.49,0.22,0.14,0.45,0.4
chrysalis.csv,0.41,0.28,0.36,0.2,0.22,0.12,0.39,0.73,0.23,0.39,0.62,0.17,0.34,0.81,0.84,0.45,1.0
cme.csv,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.02,0.09,1.0
hydrate.csv,0.69,0.7,0.78,0.57,1.0,0.15,1.0,0.73,0.64,0.45,0.88,0.42,0.6,0.37,0.47,0.7,1.0
ivef-sdk.csv,0.73,0.4,0.59,0.8,0.52,1.0,0.24,0.05,0.79,0.05,0.0,0.51,0.34,0.41,0.69,0.0,1.0
jmri.csv,0.38,0.25,0.68,0.17,0.19,0.57,0.45,0.68,0.36,0.34,0.62,0.36,0.14,0.07,0.91,0.24,1.0
jython.csv,0.96,0.65,0.51,1.0,0.7,1.0,1.0,0.91,0.54,0.68,0.88,0.71,0.43,0.67,0.93,0.61,1.0
kdenlive.csv,0.72,0.66,0.57,0.63,0.74,0.63,0.33,0.95,0.9,0.61,0.88,0.58,0.54,0.7,0.52,0.79,1.0
opentibia.csv,0.3,0.82,0.4,0.4,0.56,0.04,0.52,0.86,0.0,0.39,0.62,0.31,0.83,0.26,0.57,0.88,0.0
projectfactory.csv,0.51,0.4,0.42,0.13,0.74,0.09,0.85,1.0,0.59,0.61,0.62,0.31,0.46,0.04,0.36,0.64,0.8
runuomondains.csv,0.54,0.46,0.95,0.5,0.81,0.58,1.0,0.59,0.97,0.61,0.75,0.76,0.26,0.63,0.86,0.39,0.6
somap.csv,0.89,0.86,0.73,0.93,1.0,0.6,0.85,0.95,0.74,0.97,0.88,0.83,1.0,1.0,0.76,1.0,1.0
taverna.csv,0.25,0.22,0.07,0.17,0.63,0.1,0.48,0.27,0.51,0.37,0.38,0.14,0.63,0.19,0.34,0.03,0.0
tigermud.csv,0.75,0.69,0.86,0.97,0.81,0.34,0.06,0.27,0.15,0.34,0.25,0.78,0.74,0.89,0.71,0.7,0.0
x-ray-mule.csv,0.25,0.35,0.3,0.83,0.78,0.0,0.18,0.05,0.77,0.47,0.0,0.54,0.69,0.26,0.31,0.06,0.4
