,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,195.5,94.5,99.0,365.0,93.5,1964.0,73.5,99.0,99.0,443.5,191.0,192.0,94.5,1403.0,98.5,95.5,938.5
amygdala.csv,294.0,98.5,99.0,91.5,97.5,5.5,814.5,99.0,187.0,97.5,94.5,98.5,98.5,98.5,98.5,94.5,973.0
chrysalis.csv,96.5,89.5,99.0,96.5,504.0,1245.5,531.0,99.0,96.5,97.5,94.5,82.5,94.5,98.5,98.5,97.5,1505.0
cme.csv,94.5,91.5,88.5,0.0,0.0,0.0,0.0,36.5,0.0,0.0,114.0,0.0,94.5,0.0,16.5,42.5,68.5
hydrate.csv,294.0,98.5,99.0,96.5,97.5,1327.0,805.5,99.0,96.5,97.5,192.0,98.5,94.5,98.5,98.5,91.5,1335.0
ivef-sdk.csv,195.5,89.5,99.0,94.5,95.5,55.5,709.0,36.5,99.0,89.5,47.0,98.5,88.5,2595.0,98.5,0.0,1029.0
jmri.csv,95.5,89.5,99.0,96.5,1188.5,55.5,436.5,99.0,99.0,97.5,93.5,189.0,94.5,98.5,98.5,71.5,1415.5
jython.csv,294.0,91.5,99.0,96.5,95.5,1891.0,709.0,99.0,99.0,97.5,93.5,98.5,94.5,98.5,98.5,97.5,1432.5
kdenlive.csv,294.0,98.5,99.0,96.5,97.5,2343.0,777.0,99.0,99.0,97.5,192.0,98.5,94.5,98.5,98.5,97.5,1328.0
opentibia.csv,88.5,98.5,99.0,94.5,97.5,104.0,845.0,99.0,73.0,97.5,192.0,98.5,98.5,98.5,98.5,97.5,557.5
projectfactory.csv,293.0,98.5,99.0,153.0,97.5,200.5,1010.5,99.0,99.0,97.5,192.0,98.5,98.5,98.5,98.5,95.5,1758.0
runuomondains.csv,195.0,98.5,99.0,96.5,97.5,2338.0,805.5,198.0,195.5,97.5,491.5,192.0,94.5,98.5,98.5,91.5,1505.0
somap.csv,294.0,98.5,99.0,96.5,97.5,2411.5,1019.5,99.0,99.0,97.5,192.0,98.5,98.5,98.5,93.5,97.5,1505.0
taverna.csv,96.5,98.5,97.5,96.5,97.5,433.5,756.5,6119.0,96.5,97.5,184.5,95.5,94.5,749.0,91.5,80.5,360.5
tigermud.csv,195.0,94.5,99.0,96.5,97.5,114.0,80.5,137.5,99.0,95.5,192.0,98.5,98.5,1691.0,96.5,97.5,879.0
x-ray-mule.csv,571.5,98.5,99.0,91.5,97.5,0.0,860.5,36.5,99.0,97.5,157.0,98.5,98.5,2247.0,96.5,89.5,994.5
