,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beast-mcmc.csv,0.52,0.13,0.7,0.12,0.8,0.76,0.0,0.96,0.76,0.49,0.61,0.42,0.14,0.0,0.4,0.94,0.61
bscwweasel.csv,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.76,0.57,0.0,0.31,0.0,0.0,0.0,0.0,0.66
codeblocks.csv,0.58,0.16,0.27,0.15,0.5,0.8,0.12,0.96,0.86,0.58,0.54,0.47,0.13,0.03,0.4,0.7,0.63
gamestone.csv,0.0,1.0,0.24,0.06,0.51,0.79,0.12,0.96,0.0,0.0,0.47,0.0,0.08,0.03,0.33,0.7,1.0
iaml.csv,0.69,0.3,0.33,0.11,0.52,0.83,0.27,0.97,0.81,0.51,0.75,0.52,0.19,0.05,0.71,0.69,0.62
jbasic.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.76,0.68,0.0,0.8,0.0,0.0,0.0,0.0,0.64
modplug.csv,0.51,0.14,0.28,0.12,0.52,0.74,0.16,0.95,0.82,0.43,0.57,0.41,0.12,0.03,0.41,0.88,0.61
pdfedit.csv,0.54,0.2,0.28,0.16,0.74,0.76,0.13,0.97,0.81,0.49,0.55,0.38,0.07,0.07,0.58,0.89,0.62
redshell.csv,0.52,0.13,0.27,0.12,0.5,0.75,0.12,0.96,0.76,0.49,0.57,0.42,0.12,0.03,0.4,0.7,0.61
sabbu.csv,0.79,0.08,0.57,0.1,1.0,0.69,0.0,1.0,0.76,0.53,0.53,0.45,0.11,0.0,0.54,0.0,0.68
silvertree.csv,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.76,0.6,0.0,0.71,0.0,0.0,0.0,0.0,0.71
t-2.csv,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.93,0.0,0.67,0.0,0.0,0.0,0.0
xinity.csv,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.5,0.0,0.57,0.0,0.0,0.0,0.0,0.84
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
zabbix.csv,0.54,0.12,0.27,0.14,0.5,0.75,0.12,0.96,1.0,0.67,0.52,0.38,0.11,0.03,0.81,0.7,0.67
zengine.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
