,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beast-mcmc.csv,0.45,0.44,0.67,0.44,0.9,0.4,0.0,0.48,0.42,0.43,0.41,0.38,0.39,0.0,0.35,0.65,0.3
bscwweasel.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.42,0.65,0.0,0.92,0.0,0.0,0.0,0.0,0.45
codeblocks.csv,0.41,0.48,0.33,0.55,0.35,0.41,0.36,0.45,0.86,0.42,0.4,0.42,0.44,0.36,0.36,0.38,0.3
gamestone.csv,0.0,0.83,0.36,0.94,0.36,0.93,0.36,0.49,0.0,0.0,0.83,0.0,0.7,0.36,0.67,0.4,0.0
iaml.csv,0.49,0.4,0.44,0.66,0.45,0.42,0.9,0.48,0.35,0.5,0.53,0.42,0.57,0.48,0.81,0.37,0.3
jbasic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.51,0.0,0.8,0.0,0.0,0.0,0.0,0.5
modplug.csv,0.45,0.51,0.38,0.44,0.34,0.41,0.39,0.46,0.54,0.46,0.42,0.38,0.44,0.36,0.36,0.41,0.31
pdfedit.csv,0.67,0.87,0.65,0.96,0.5,0.89,0.81,0.62,0.57,0.47,0.56,0.71,0.73,0.59,0.65,0.57,0.38
redshell.csv,0.45,0.45,0.33,0.44,0.35,0.41,0.36,0.45,0.42,0.43,0.4,0.38,0.44,0.36,0.36,0.38,0.3
sabbu.csv,0.49,0.83,0.86,0.84,0.0,0.96,0.0,0.75,0.43,0.46,0.78,0.41,0.98,0.0,0.96,0.0,0.32
silvertree.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.42,0.46,0.0,0.58,0.0,0.0,0.0,0.0,0.47
t-2.csv,0.0,0.5,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.93,0.0,0.98,0.5,0.0,0.0,0.0
xinity.csv,0.93,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.42,0.46,0.0,0.86,0.0,0.0,0.0,0.0,0.39
xreal.csv,0.0,0.0,0.94,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
zabbix.csv,0.51,0.55,0.33,0.68,0.35,0.43,0.36,0.45,0.86,0.62,0.43,0.67,0.45,0.36,0.66,0.38,0.45
zengine.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
